experiment,case,protocol,active_profile,R_neck_Mohm,R_in_d_Mohm,SMI,path_length_um,branch_order,membrane_area_um2,dendritic_capacitance_pF,A_h_mV,V_h_peak_mV,V_h_min_mV,A_d_mV,Gamma_h_to_d,V_d_peak_mV,V_d_min_mV,A_s_mV,Gamma_h_to_s,V_s_peak_mV,V_s_min_mV,local_voltage_isolation,max_voltage_mV,min_voltage_mV,min_gate,max_gate,Zin_50Hz_Mohm,transfer_gain_50Hz,electrotonic_distance_50Hz,active_frozen_Zin_50Hz_Mohm,active_frozen_transfer_gain_50Hz,active_profile_channel_count,leak_scale,soma_coupling_scale
iso_neck_resistance,cable_L180.0_r0.35,AMPA_NMDA,full_restrained,100.0,587.0336719941965,0.17034797963171797,171.0,0,1652.4777357882313,223.9584067435231,51.96277640683439,-17.761004457203104,-69.72374884877978,45.93080805609043,0.8839175123454218,-23.816316710918553,-69.7470924050725,1.468380215186707,0.028258309442325696,-68.48509290281615,-69.9534386983842,0.11608248765457818,-17.761004457203104,-70.0,0.028905534475191907,0.875600739327522,429.4825071086477,0.03203963737784531,3.4407814746411156,426.6001071096867,0.03203866043344754,5,,
iso_neck_resistance,branch_asymmetric,AMPA_NMDA,full_restrained,100.0,517.2514203618114,0.19332958028428643,218.0,1,2111.150263212341,228.54513201776422,31.66069808591869,-38.096189422864896,-69.75685424556359,25.671936274126264,0.8108455538301611,-44.10844208289713,-69.7803447683501,1.243058765664093,0.03926188747609933,-68.71139751413527,-69.95442171299678,0.1891544461698389,-38.096189422864896,-70.0,0.028905534475191907,0.7540796658225246,353.12530832852184,0.03726184340845851,3.289785440838769,351.1921471106122,0.03726066978257052,5,,
load,leak0.5_coupling1.0,AMPA_NMDA,none,100.0,524.556602503156,0.19063719629646325,152.0,0,1709.0264035528476,224.52389342116928,21.584522905985676,-48.41547709401511,-70.00000000000078,15.107805770823852,0.6999369796880827,-54.892194229176916,-70.00000000000077,1.2646517832505393,0.058590675770731744,-68.73534821674947,-70.0,0.30006302031191734,-48.41547709401511,-70.00000000000078,0.0,0.0,234.49204115680115,0.05975613560001759,2.817483405576152,234.49204115680115,0.05975613560001759,0,0.5,1.0
load,leak0.5_coupling1.0,AMPA_NMDA,hcn,100.0,524.556602503156,0.19063719629646325,152.0,0,1709.0264035528476,224.52389342116928,21.440474082048993,-48.271140672968684,-69.71154424006274,14.99855790912101,0.6995441356251787,-54.74911973723355,-69.74760690112142,1.2958979377272333,0.060441664338580184,-68.62224049381669,-69.91806727311439,0.3004558643748213,-48.271140672968684,-70.0,0.15767541905303312,0.18242552380635635,234.49204115680115,0.05975613560001759,2.817483405576152,234.00160506020845,0.05975527886246108,1,0.5,1.0
load,leak0.5_coupling1.0,AMPA_NMDA,full_restrained,100.0,524.556602503156,0.19063719629646325,152.0,0,1709.0264035528476,224.52389342116928,22.704505260190473,-47.10499018468652,-69.80944979427119,16.05472802850208,0.7071164002261723,-53.77849360305888,-69.8331756612995,1.2938396016179547,0.05698602928320758,-68.65170042285011,-69.94549298916272,0.2928835997738277,-47.10499018468652,-70.0,0.028905534475191907,0.7540796658225246,234.49204115680115,0.05975613560001759,2.817483405576152,233.62402998570576,0.05975461620194095,5,0.5,1.0
load,leak1.0_coupling1.0,AMPA_NMDA,none,100.0,381.71288261670367,0.2619770108739422,152.0,0,1709.0264035528476,224.52389342116928,21.583766695311578,-48.41623330468845,-70.00000000000001,15.106676613847215,0.6999091876363122,-54.893323386152794,-70.0,1.127806470522366,0.05225253249088113,-68.87219352947764,-70.0,0.30009081236368784,-48.41623330468845,-70.00000000000001,0.0,0.0,235.16318121556728,0.059355353520657426,2.8242129594560073,235.16318121556728,0.059355353520657426,0,1.0,1.0
load,leak1.0_coupling1.0,AMPA_NMDA,hcn,100.0,381.71288261670367,0.2619770108739422,152.0,0,1709.0264035528476,224.52389342116928,21.44181824624846,-48.28001564351026,-69.72178171730785,14.998389477168958,0.6994924266645685,-54.75952027329371,-69.75785737168563,1.1407636936524996,0.05320274990448125,-68.78817474689376,-69.92888606180699,0.30050757333543154,-48.28001564351026,-70.0,0.16021194868179442,0.18242552380635635,235.16318121556728,0.059355353520657426,2.8242129594560073,234.66991992974727,0.05935413216401052,1,1.0,1.0
load,leak1.0_coupling1.0,AMPA_NMDA,full_restrained,100.0,381.71288261670367,0.2619770108739422,152.0,0,1709.0264035528476,224.52389342116928,22.70268002102175,-47.11354929499812,-69.81619567254977,16.051847561927854,0.7070463728099282,-53.78812945623355,-69.83994309938998,1.152122580785342,0.050748307235908875,-68.8006086868775,-69.95269668802891,0.2929536271900718,-47.11354929499812,-70.0,0.028905534475191907,0.7540796658225246,235.16318121556728,0.059355353520657426,2.8242129594560073,234.29017366359687,0.059353187807028786,5,1.0,1.0
load,leak2.0_coupling1.0,AMPA_NMDA,none,100.0,310.2696250810426,0.3223003217729739,152.0,0,1709.0264035528476,224.52389342116928,21.582259866482495,-48.417740133517995,-70.0000000000005,15.10443148429367,0.6998540272305325,-54.895568515706806,-70.00000000000048,0.9574461253114425,0.04436264465513028,-69.04255387468856,-70.0,0.30014597276946753,-48.417740133517995,-70.0000000000005,0.0,0.0,236.46937044185324,0.05815936882445719,2.8445682982150524,236.46937044185324,0.05815936882445719,0,2.0,1.0
load,leak2.0_coupling1.0,AMPA_NMDA,hcn,100.0,310.2696250810426,0.3223003217729739,152.0,0,1709.0264035528476,224.52389342116928,21.443708497655194,-48.293635913998095,-69.7373159584335,14.997875789412252,0.6994068116087395,-54.77556409877951,-69.7734112602265,0.9583765530837701,0.04469266839681978,-68.98683167583538,-69.9451798411721,0.3005931883912605,-48.293635913998095,-70.0,0.16219856149421813,0.18242552380635635,236.46937044185324,0.05815936882445719,2.8445682982150524,235.97043819839757,0.05815750147066992,1,2.0,1.0
load,leak2.0_coupling1.0,AMPA_NMDA,full_restrained,100.0,310.2696250810426,0.3223003217729739,152.0,0,1709.0264035528476,224.52389342116928,22.699518771539807,-47.12692439438027,-69.8264250155059,16.046887029663463,0.7069263093710481,-53.80333710451923,-69.85020576900015,0.979476741830479,0.043149669897783335,-68.98408501117038,-69.96354306826036,0.29307369062895194,-47.12692439438027,-70.0,0.028905534475191907,0.7540796658225246,236.46937044185324,0.05815936882445719,2.8445682982150524,235.58633430783004,0.05815605807142201,5,2.0,1.0
load,leak1.0_coupling0.6,AMPA_NMDA,none,100.0,390.11135229725755,0.25633706738121753,152.0,0,1709.0264035528476,224.52389342116928,21.816334798509867,-48.18366520149015,-70.00000000000001,15.41278917959668,0.7064793111191816,-54.58721082040334,-70.00000000000001,1.1241244097282277,0.051526730778123614,-68.87587559027176,-69.99999999999999,0.2935206888808184,-48.18366520149015,-70.00000000000001,0.0,0.0,242.92544555829562,0.05737576633422474,2.8581332541028313,242.92544555829562,0.05737576633422474,0,1.0,0.6
load,leak1.0_coupling0.6,AMPA_NMDA,hcn,100.0,390.11135229725755,0.25633706738121753,152.0,0,1709.0264035528476,224.52389342116928,21.670172880871455,-48.04582421296691,-69.71594487884441,15.300321853133966,0.7060544434622282,-54.45174239387948,-69.75201182236208,1.1370259440195984,0.052469629581186505,-68.79198865183683,-69.9289621862246,0.29394555653777177,-48.04582421296691,-70.0,0.15987662460079366,0.18242552380635635,242.92544555829562,0.05737576633422474,2.8581332541028313,242.3995816329114,0.05737459889056865,1,1.0,0.6
load,leak1.0_coupling0.6,AMPA_NMDA,full_restrained,100.0,390.11135229725755,0.25633706738121753,152.0,0,1709.0264035528476,224.52389342116928,23.066310429002943,-46.74614263207871,-69.81241943184403,16.480461252315276,0.7144818978761855,-53.35572320140445,-69.8361505460092,1.1518734273085196,0.04993748050230806,-68.80091831620926,-69.95275715523229,0.28551810212381445,-46.74614263207871,-70.0,0.028905534475191907,0.7540796658225246,242.92544555829562,0.05737576633422474,2.8581332541028313,241.9947812931574,0.057373696210414396,5,1.0,0.6
load,leak1.0_coupling1.6,AMPA_NMDA,none,100.0,376.98865924951673,0.26525996882525105,152.0,0,1709.0264035528476,224.52389342116928,21.447564752632037,-48.55243524736799,-70.00000000000001,14.928926784082467,0.6960662880036483,-55.07107321591755,-70.00000000000001,1.129918768326993,0.05268284681077043,-68.87008123167301,-70.0,0.30393371199635166,-48.55243524736799,-70.00000000000001,0.0,0.0,230.77696198699502,0.06052920579898183,2.8046292899480023,230.77696198699502,0.06052920579898183,0,1.0,1.6
load,leak1.0_coupling1.6,AMPA_NMDA,hcn,100.0,376.98865924951673,0.26525996882525105,152.0,0,1709.0264035528476,224.52389342116928,21.30814450652084,-48.416973991276144,-69.72506634962471,14.823098800048555,0.6956541333532024,-54.93810046461277,-69.76114691203757,1.1429083639259152,0.05363716036260951,-68.7859872709333,-69.92884327345465,0.30434586664679764,-48.416973991276144,-70.0,0.16040089536187413,0.18242552380635635,230.77696198699502,0.06052920579898183,2.8046292899480023,230.30170243147995,0.06052795208028785,1,1.0,1.6
load,leak1.0_coupling1.6,AMPA_NMDA,full_restrained,100.0,376.98865924951673,0.26525996882525105,152.0,0,1709.0264035528476,224.52389342116928,22.497979096404414,-47.320376705900905,-69.81832215134615,15.809812070098566,0.7027214312162492,-54.032300619720104,-69.84207876533836,1.1524483351125492,0.05122452688636071,-68.80024889305294,-69.95266265338114,0.2972785687837508,-47.320376705900905,-70.0,0.028905534475191907,0.7540796658225246,230.77696198699502,0.06052920579898183,2.8046292899480023,229.93579158181146,0.0605269827064122,5,1.0,1.6
