group,target,predictor,pearson,spearman,abs_spearman,n
AMPA_NMDA/hcn,Gamma_h_to_d,Zin_50Hz_Mohm,0.25780521354602604,0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/hcn,Gamma_h_to_d,transfer_gain_50Hz,-0.4178788867637599,-0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/hcn,Gamma_h_to_d,electrotonic_distance_50Hz,0.3416437674079177,0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/hcn,Gamma_h_to_d,active_frozen_Zin_50Hz_Mohm,0.2581622049423211,0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/hcn,Gamma_h_to_d,active_frozen_transfer_gain_50Hz,-0.41787832157872956,-0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/hcn,Gamma_h_to_d,path_length_um,0.33828150871436835,0.3366005261346185,0.3366005261346185,13
AMPA_NMDA/hcn,Gamma_h_to_d,branch_order,-0.031980590545594156,0.057058719496440716,0.057058719496440716,13
AMPA_NMDA/hcn,Gamma_h_to_d,membrane_area_um2,0.19172968999855905,0.2584611182819392,0.2584611182819392,13
AMPA_NMDA/hcn,Gamma_h_to_d,dendritic_capacitance_pF,0.19172968999855883,0.2584611182819392,0.2584611182819392,13
AMPA_NMDA/hcn,Gamma_h_to_d,active_profile_channel_count,nan,nan,nan,13
AMPA_NMDA/hcn,Gamma_h_to_s,R_neck_Mohm,-0.7566670763814182,-0.71906069083763,0.71906069083763,13
AMPA_NMDA/hcn,Gamma_h_to_s,R_in_d_Mohm,-0.6189557253672903,-0.48890586508171263,0.48890586508171263,13
AMPA_NMDA/hcn,Gamma_h_to_s,SMI,-0.5288903311763877,-0.36875105031780125,0.36875105031780125,13
AMPA_NMDA/hcn,Gamma_h_to_s,Zin_50Hz_Mohm,-0.7806385938216129,-0.7666932884235949,0.7666932884235949,13
AMPA_NMDA/hcn,Gamma_h_to_s,transfer_gain_50Hz,0.7115336779985805,0.7666932884235949,0.7666932884235949,13
AMPA_NMDA/hcn,Gamma_h_to_s,electrotonic_distance_50Hz,-0.76934167791132,-0.7666932884235949,0.7666932884235949,13
AMPA_NMDA/hcn,Gamma_h_to_s,active_frozen_Zin_50Hz_Mohm,-0.7806743548980783,-0.7666932884235949,0.7666932884235949,13
AMPA_NMDA/hcn,Gamma_h_to_s,active_frozen_transfer_gain_50Hz,0.7115361048363973,0.7666932884235949,0.7666932884235949,13
AMPA_NMDA/hcn,Gamma_h_to_s,path_length_um,-0.6708337482396243,-0.6792117759502123,0.6792117759502123,13
AMPA_NMDA/hcn,Gamma_h_to_s,branch_order,-0.38027393981041413,-0.399411036475085,0.399411036475085,13
AMPA_NMDA/hcn,Gamma_h_to_s,membrane_area_um2,-0.48140263456081167,-0.1803217104292599,0.1803217104292599,13
AMPA_NMDA/hcn,Gamma_h_to_s,dendritic_capacitance_pF,-0.4814026345608116,-0.1803217104292599,0.1803217104292599,13
AMPA_NMDA/hcn,Gamma_h_to_s,active_profile_channel_count,nan,nan,nan,13
AMPA_NMDA/hcn,A_h_mV,R_neck_Mohm,0.8895699418688391,0.7526616576992015,0.7526616576992015,13
AMPA_NMDA/hcn,A_h_mV,R_in_d_Mohm,0.6903193588536914,0.5472412239835079,0.5472412239835079,13
AMPA_NMDA/hcn,A_h_mV,SMI,0.6274667948555636,0.3380217961246511,0.3380217961246511,13
AMPA_NMDA/hcn,A_h_mV,Zin_50Hz_Mohm,0.7676743124490955,0.7416924203228255,0.7416924203228255,13
AMPA_NMDA/hcn,A_h_mV,transfer_gain_50Hz,-0.6302466239807827,-0.7416924203228255,0.7416924203228255,13
AMPA_NMDA/hcn,A_h_mV,electrotonic_distance_50Hz,0.71875008614126,0.7416924203228255,0.7416924203228255,13
AMPA_NMDA/hcn,A_h_mV,active_frozen_Zin_50Hz_Mohm,0.7675665368386462,0.7416924203228255,0.7416924203228255,13
AMPA_NMDA/hcn,A_h_mV,active_frozen_transfer_gain_50Hz,-0.6302476153745916,-0.7416924203228255,0.7416924203228255,13
AMPA_NMDA/hcn,A_h_mV,path_length_um,0.5862485122093868,0.6521635193858233,0.6521635193858233,13
AMPA_NMDA/hcn,A_h_mV,branch_order,0.35734219449171206,0.399411036475085,0.399411036475085,13
AMPA_NMDA/hcn,A_h_mV,membrane_area_um2,0.40104226550681094,0.14125200650292025,0.14125200650292025,13
AMPA_NMDA/hcn,A_h_mV,dendritic_capacitance_pF,0.40104226550681105,0.14125200650292025,0.14125200650292025,13
AMPA_NMDA/hcn,A_h_mV,active_profile_channel_count,nan,nan,nan,13
AMPA_NMDA/hcn,local_voltage_isolation,R_neck_Mohm,0.746596274387158,0.7526616576992015,0.7526616576992015,13
AMPA_NMDA/hcn,local_voltage_isolation,R_in_d_Mohm,-0.2628763381676632,-0.4666828712143621,0.4666828712143621,13
AMPA_NMDA/hcn,local_voltage_isolation,SMI,0.9559060011708781,0.9637811542397078,0.9637811542397078,13
AMPA_NMDA/hcn,local_voltage_isolation,Zin_50Hz_Mohm,-0.25780521354602604,-0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/hcn,local_voltage_isolation,transfer_gain_50Hz,0.4178788867637599,0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/hcn,local_voltage_isolation,electrotonic_distance_50Hz,-0.3416437674079177,-0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/hcn,local_voltage_isolation,active_frozen_Zin_50Hz_Mohm,-0.2581622049423211,-0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/hcn,local_voltage_isolation,active_frozen_transfer_gain_50Hz,0.41787832157872956,0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/hcn,local_voltage_isolation,path_length_um,-0.33828150871436835,-0.3366005261346185,0.3366005261346185,13
AMPA_NMDA/hcn,local_voltage_isolation,branch_order,0.031980590545594205,-0.057058719496440716,0.057058719496440716,13
AMPA_NMDA/hcn,local_voltage_isolation,membrane_area_um2,-0.191729689998559,-0.2584611182819392,0.2584611182819392,13
AMPA_NMDA/hcn,local_voltage_isolation,dendritic_capacitance_pF,-0.19172968999855877,-0.2584611182819392,0.2584611182819392,13
AMPA_NMDA/hcn,local_voltage_isolation,active_profile_channel_count,nan,nan,nan,13
AMPA_NMDA/none,Gamma_h_to_d,R_neck_Mohm,-0.7455969234435835,-0.7526616576992015,0.7526616576992015,13
AMPA_NMDA/none,Gamma_h_to_d,R_in_d_Mohm,0.2641295007489653,0.4666828712143621,0.4666828712143621,13
AMPA_NMDA/none,Gamma_h_to_d,SMI,-0.9555283516319903,-0.9637811542397078,0.9637811542397078,13
AMPA_NMDA/none,Gamma_h_to_d,Zin_50Hz_Mohm,0.2592012002497629,0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/none,Gamma_h_to_d,transfer_gain_50Hz,-0.41915434513338085,-0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/none,Gamma_h_to_d,electrotonic_distance_50Hz,0.3430164577898984,0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/none,Gamma_h_to_d,active_frozen_Zin_50Hz_Mohm,0.2592012002497629,0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/none,Gamma_h_to_d,active_frozen_transfer_gain_50Hz,-0.41915434513338085,-0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/none,Gamma_h_to_d,path_length_um,0.33945623635723254,0.3366005261346185,0.3366005261346185,13
AMPA_NMDA/none,Gamma_h_to_d,branch_order,-0.03137503730904335,0.057058719496440716,0.057058719496440716,13
AMPA_NMDA/none,Gamma_h_to_d,membrane_area_um2,0.1925352203141281,0.2584611182819392,0.2584611182819392,13
AMPA_NMDA/none,Gamma_h_to_d,dendritic_capacitance_pF,0.19253522031412787,0.2584611182819392,0.2584611182819392,13
AMPA_NMDA/none,Gamma_h_to_d,active_profile_channel_count,nan,nan,nan,13
AMPA_NMDA/none,Gamma_h_to_s,R_neck_Mohm,-0.75902832707036,-0.71906069083763,0.71906069083763,13
AMPA_NMDA/none,Gamma_h_to_s,R_in_d_Mohm,-0.6305030798753486,-0.48890586508171263,0.48890586508171263,13
AMPA_NMDA/none,Gamma_h_to_s,SMI,-0.5275317812060875,-0.36875105031780125,0.36875105031780125,13
AMPA_NMDA/none,Gamma_h_to_s,Zin_50Hz_Mohm,-0.7847253876780178,-0.7666932884235949,0.7666932884235949,13
AMPA_NMDA/none,Gamma_h_to_s,transfer_gain_50Hz,0.7160327036225053,0.7666932884235949,0.7666932884235949,13
AMPA_NMDA/none,Gamma_h_to_s,electrotonic_distance_50Hz,-0.7737005083516848,-0.7666932884235949,0.7666932884235949,13
AMPA_NMDA/none,Gamma_h_to_s,active_frozen_Zin_50Hz_Mohm,-0.7847253876780178,-0.7666932884235949,0.7666932884235949,13
AMPA_NMDA/none,Gamma_h_to_s,active_frozen_transfer_gain_50Hz,0.7160327036225053,0.7666932884235949,0.7666932884235949,13
AMPA_NMDA/none,Gamma_h_to_s,path_length_um,-0.6755674708675117,-0.6792117759502123,0.6792117759502123,13
AMPA_NMDA/none,Gamma_h_to_s,branch_order,-0.3829013509222184,-0.399411036475085,0.399411036475085,13
