scenario,protocol,evidence_grade,reference_ids,n_spines,event_pattern,neck_length_um,neck_radius_um,head_radius_um,rho_ohm_cm,R_neck_Mohm,R_in_d_Mohm,SMI,synaptic_g_scale,ampa_g_max_nS,nmda_fraction,dendritic_leak_scale,hcn_scale,kdr_scale,ka_scale,cluster_spine_count,Zin_50Hz_Mohm,Ztransfer_50Hz_Mohm,transfer_gain_50Hz,electrotonic_distance_50Hz,dynamic_SMI_abs_50Hz,active_frozen_Zin_50Hz_Mohm,active_frozen_Ztransfer_50Hz_Mohm,clinical_claim,exploratory_only,A_h_mV,A_d_mV,A_s_mV,Gamma_h_to_d,Gamma_h_to_s,local_voltage_isolation,latency_head_ms,half_width_head_ms,head_voltage_integral_mV_ms,soma_voltage_integral_mV_ms,max_synaptic_conductance_nS,driving_force_reduction_mV,max_voltage_mV,min_voltage_mV,threshold_crossed_minus20mV,soma_crossed_0mV,finite,min_gate,max_gate,sample_index,uncertainty_seed
morphology_dominant,isolated_single_spine,limited_conflicting,Wong2005SpinesEpilepsy;Isokawa1998SpineRemodeling;PilocarpineSpineLoss2008,1,synchronous,1.0152660808769218,0.10724540225001694,0.3795588738466909,100.0,28.097820865156137,309.93054943158864,0.09065844240487884,0.8687765714745923,1.2162872000644291,0.47806278977915384,0.9552172106131622,1.2958017680347331,0.7696212305327064,0.935629999977548,1,166.10494628759116,14.04261449430933,0.08454061608735115,2.470523196345193,0.16915703892711337,165.63305459487418,14.002083001564666,none,True,13.05369754072827,11.181701316101806,1.0772774500401732,0.8565926459697928,0.0825266133736443,0.1434073540302072,1.1600000000000013,4.1,108.5254182513616,38.612201449165376,1.2348428591615097,13.05369754072827,-56.73864257558389,-70.0,False,False,True,0.028905534475191907,0.7540796658225246,2,20260702
morphology_dominant,isolated_single_spine,limited_conflicting,Wong2005SpinesEpilepsy;Isokawa1998SpineRemodeling;PilocarpineSpineLoss2008,1,synchronous,0.8204576723101051,0.10208591056001531,0.3598895440414045,100.0,25.059632293245027,309.9253786654825,0.08085698693391968,1.0049983010070143,1.4069976214098199,0.35169110112951474,1.0246905575348597,1.1234361824892884,1.1154843539480601,1.0136127115045968,1,166.1040195779188,14.042501815950933,0.08454040938704466,2.470525641330441,0.15086710337849257,165.6212644855852,14.001037337468224,none,True,14.497699371975454,12.617463846680117,1.1951821151765656,0.8703080070117956,0.08243943294112537,0.12969199298820444,1.1600000000000013,4.08,115.01119626847424,41.23654415562564,1.4239598570706253,14.497699371975454,-55.35195933016528,-70.0,False,False,True,0.028905534475191907,0.7540796658225246,3,20260702
morphology_dominant,isolated_single_spine,limited_conflicting,Wong2005SpinesEpilepsy;Isokawa1998SpineRemodeling;PilocarpineSpineLoss2008,1,synchronous,0.7667883641689585,0.09066467046127412,0.40774883292952735,100.0,29.69268469274708,309.91106998752366,0.09581033905611193,0.9734685475057063,1.3628559665079887,0.26045943993442283,1.2169526074476242,0.7881088282422423,0.94876897152552,0.8785007247312351,1,166.10145504033238,14.042189994998333,0.08453983736378855,2.470532407623572,0.1787623394722049,165.73049549368827,14.010328057266722,none,True,14.3769844421745,12.21740710280405,1.1453796151904423,0.849789269227044,0.07966758396360933,0.150210730772956,1.1600000000000013,4.02,109.1133485272702,38.533074728000265,1.3749094233489871,14.3769844421745,-55.525823149439354,-70.0,False,False,True,0.028905534475191907,0.7540796658225246,4,20260702
morphology_dominant,isolated_single_spine,limited_conflicting,Wong2005SpinesEpilepsy;Isokawa1998SpineRemodeling;PilocarpineSpineLoss2008,1,synchronous,1.050391761348245,0.09914084872896597,0.3861405482297056,100.0,34.017012455227835,309.9446525914268,0.10975189334874418,1.08176050228729,1.514464703202206,0.45525872687633173,0.7657433297452712,0.732858086762518,1.2727636051261466,1.2593124558238047,1,166.1074737499319,14.042921808130025,0.08454117982235451,2.470516528152437,0.20478917466675267,165.68748993443853,14.006848567642308,none,True,16.069306747763864,13.367093298794396,1.2756576132354203,0.8318400730420125,0.07938473222641888,0.16815992695798754,1.1600000000000013,4.119999999999998,130.8117946068855,44.37597821250272,1.5401120391226473,16.069306747763864,-53.86992390609698,-70.0,False,False,True,0.028905534475191907,0.7540796658225246,5,20260702
morphology_dominant,isolated_single_spine,limited_conflicting,Wong2005SpinesEpilepsy;Isokawa1998SpineRemodeling;PilocarpineSpineLoss2008,1,synchronous,0.8599403182661016,0.09540985653593725,0.43779119530618893,100.0,30.069897864369604,309.90860274937125,0.09702827736178618,0.8763939222708513,1.2269514911791919,0.33919820736323625,1.2501062764727982,1.0380678381840214,1.1812233319881407,1.080026259987747,1,166.10101282020267,14.04213622571785,0.08453973872463903,2.4705335744013914,0.18103380198481392,165.6269477297354,14.001418457470097,none,True,13.19785890349267,11.189493460875694,1.0517015391811184,0.847826419625877,0.07968728464757244,0.15217358037412299,1.1600000000000013,4.02,102.32410579353564,36.106428490365545,1.2402721601646114,13.19785890349267,-56.67253819099669,-70.0,False,False,True,0.028905534475191907,0.7540796658225246,6,20260702
morphology_dominant,isolated_single_spine,limited_conflicting,Wong2005SpinesEpilepsy;Isokawa1998SpineRemodeling;PilocarpineSpineLoss2008,1,synchronous,0.9463794592828794,0.11621145470110789,0.33908545071820845,100.0,22.30578735549416,309.93519534219485,0.07196919772492011,1.1702915123131643,1.63840811723843,0.41904320126800226,0.892797939845283,1.2029913983990452,0.890782853984307,0.7385712409766635,1,166.10577891210193,14.042715732949672,0.08454080180064444,2.4705209996130435,0.1342866425333564,165.6473218862859,14.003338091636646,none,True,16.30019430552418,14.401406173003666,1.3907287056748459,0.8835113191333548,0.0853197624278334,0.11648868086664521,1.1800000000000006,4.18,135.8253762415573,48.902008047015485,1.6642781042208072,16.30019430552418,-53.51644059080293,-70.0,False,False,True,0.028905534475191907,0.7540796658225246,7,20260702
hcn_reduction,isolated_single_spine,conflicting,Kole2007HCN1Loss;Nava2014HCN1;Bender2003HCN,1,synchronous,0.7354884879671885,0.11006808407497796,0.34867961718378065,100.0,19.324274276303026,309.9256418994274,0.06235132452375097,0.858476841096756,1.2018675775354584,0.29909605784037974,1.0211537374242936,0.2887404772701641,1.1181452968342085,1.2572186481215906,1,166.1040667555277,14.042507552260656,0.08454041990993784,2.470525516858693,0.11633835735487762,165.8153828436511,14.017712193583908,none,True,12.407394381679481,11.126996793452845,1.0242315439904504,0.8968036681321868,0.08255009170199432,0.10319633186781318,1.1600000000000013,4.0,95.14606994981442,33.998185730584055,1.2127505235719371,12.407394381679481,-57.611527601970096,-70.01892693610706,False,False,True,0.028838045353753797,0.7545008819956323,0,20260803
hcn_reduction,isolated_single_spine,conflicting,Kole2007HCN1Loss;Nava2014HCN1;Bender2003HCN,1,synchronous,0.6394321385648748,0.1326772170853407,0.32924639460134986,100.0,11.562503594089073,309.9129690582738,0.037308872969155873,0.921103090756908,1.2895443270596711,0.252652369860512,1.1914341286666699,0.4242121110016337,0.7065739273837665,0.93721152856655,1,166.10179542024818,14.04223138160087,0.08453991328674759,2.470531509550814,0.06961094890536973,165.85262136574167,14.020829703329579,none,True,12.70164154431304,11.886164177078378,1.1016174109146626,0.9357974822081341,0.08673031805151946,0.06420251779186592,1.1800000000000006,4.040000000000002,98.54056657171277,36.71384614308521,1.299542663682086,12.70164154431304,-57.26180694045338,-70.0,False,False,True,0.028905534475191907,0.7540796658225246,1,20260803
hcn_reduction,isolated_single_spine,conflicting,Kole2007HCN1Loss;Nava2014HCN1;Bender2003HCN,1,synchronous,0.7565868193402636,0.11759392008509041,0.3667557830913584,100.0,17.415628903756776,309.918613434189,0.05619420115099014,1.0503129950661794,1.4704381930926511,0.35156348507466617,1.1155907509204759,0.39506425561119535,0.9874037786603599,0.7342247757062313,1,166.1028070711543,14.042354387730276,0.08454013893765734,2.470528840390179,0.1048484923936075,165.8286587380809,14.018807585871436,none,True,14.60563555641195,13.239514278095402,1.2437700446121664,0.9064661532159883,0.08515685878976659,0.09353384678401166,1.1800000000000006,4.1,117.06223432237404,42.17435459832447,1.4880561236510765,14.60563555641195,-55.376105646338964,-70.0,False,False,True,0.028905534475191907,0.7540796658225246,2,20260803
hcn_reduction,isolated_single_spine,conflicting,Kole2007HCN1Loss;Nava2014HCN1;Bender2003HCN,1,synchronous,0.889922267954352,0.10277931995599182,0.4019071868701687,100.0,26.815797762162987,309.94645098920313,0.08651751835383042,1.1628028542746935,1.6279239959845708,0.3971077852869158,0.7415835153373095,0.3510737079034407,1.28010072146,1.1908799140524917,1,166.1077960326949,14.04296099449312,0.08454125170458014,2.4705156778899346,0.1614361180066759,165.78318164365027,14.015079249963375,none,True,16.545723171297336,14.277842687506642,1.3501425179210518,0.8629325258067355,0.0816006954753848,0.13706747419326448,1.1800000000000006,4.119999999999998,133.16082789327456,45.97534307164224,1.6523840163478545,16.545723171297336,-53.469373393348356,-70.01510044862415,False,False,True,0.028851675768308886,0.7544163922668782,3,20260803
