condition,time_ms,V_h_mV,V_d_mV,V_s_mV,g_syn_nS
low,27.48,-68.27344914037623,-68.28788226836764,-69.55818074088671,0.1660182107841686
low,27.490000000000002,-68.27418110717585,-68.28856636690571,-69.5576292790731,0.16546573804854284
low,27.500000000000004,-68.27491465809166,-68.28925220866324,-69.5570786668837,0.16491510382278804
low,27.51,-68.27564978203495,-68.28993978201927,-69.55652890452907,0.16436630198874183
low,27.520000000000003,-68.27638646796409,-68.29062907540174,-69.55597999221327,0.1638193264486013
low,27.53,-68.27712470488447,-68.29132007728732,-69.55543193013395,0.1632741711248557
low,27.540000000000003,-68.27786448184811,-68.29201277620122,-69.55488471848227,0.16273082996021915
low,27.55,-68.27860578795365,-68.29270716071699,-69.55433835744304,0.16218929691756273
low,27.560000000000002,-68.2793486123461,-68.29340321945635,-69.5537928471947,0.16164956597984806
low,27.57,-68.2800929442167,-68.29410094108908,-69.55324818790936,0.16111163115005994
low,27.580000000000005,-68.28083877280275,-68.29480031433269,-69.55270437975285,0.1605754864511399
low,27.590000000000003,-68.2815860873874,-68.29550132795238,-69.55216142288468,0.1600411259259202
low,27.6,-68.28233487729948,-68.29620397076079,-69.5516193174582,0.1595085436370568
low,27.610000000000003,-68.28308513191338,-68.29690823161783,-69.55107806362051,0.15897773366696394
low,27.62,-68.28383684064882,-68.29761409943055,-69.55053766151252,0.1584486901177484
low,27.630000000000003,-68.28458999297074,-68.29832156315288,-69.54999811126903,0.15792140711114366
low,27.64,-68.28534457838906,-68.29903061178551,-69.54945941301877,0.15739587878844505
low,27.650000000000002,-68.28610058645852,-68.2997412343757,-69.54892156688429,0.15687209931044402
low,27.66,-68.28685800677864,-68.30045342001715,-69.54838457298219,0.15635006285736405
low,27.670000000000005,-68.2876168289933,-68.30116715784972,-69.54784843142295,0.15582976362879508
low,27.680000000000003,-68.28837704279088,-68.30188243705938,-69.54731314231118,0.1553111958436301
low,27.69,-68.2891386379038,-68.30259924687795,-69.54677870574541,0.15479435373999997
low,27.700000000000003,-68.28990160410852,-68.30331757658293,-69.54624512181833,0.15427923157520984
low,27.71,-68.29066593122542,-68.30403741549739,-69.54571239061669,0.15376582362567542
low,27.720000000000002,-68.29143160911846,-68.30475875298976,-69.54518051222139,0.153254124186859
low,27.73,-68.29219862769514,-68.30548157847366,-69.5446494867075,0.1527441275732067
low,27.740000000000002,-68.29296697690633,-68.30620588140769,-69.54411931414423,0.15223582811808453
low,27.750000000000004,-68.29373664674607,-68.30693165129539,-69.54358999459505,0.15172922017371598
low,27.760000000000005,-68.29450762725138,-68.30765887768487,-69.54306152811768,0.15122429811111934
low,27.770000000000003,-68.29527990850225,-68.30838755016889,-69.54253391476412,0.15072105632004476
low,27.78,-68.29605348062125,-68.30911765838448,-69.54200715458065,0.15021948920891173
low,27.790000000000003,-68.29682833377355,-68.30984919201282,-69.54148124760789,0.14971959120474787
low,27.8,-68.29760445816669,-68.31058214077918,-69.54095619388087,0.14922135675312595
low,27.810000000000002,-68.29838184405038,-68.31131649445263,-69.54043199342898,0.1487247803181031
low,27.82,-68.29916048171646,-68.31205224284597,-69.53990864627602,0.14822985638215838
low,27.830000000000002,-68.29994036149861,-68.31278937581546,-69.53938615244027,0.14773657944613242
low,27.840000000000003,-68.3007214737723,-68.31352788326079,-69.53886451193449,0.14724494402916538
low,27.850000000000005,-68.30150380895452,-68.31426775512477,-69.53834372476588,0.14675494466863712
low,27.860000000000003,-68.30228735750379,-68.31500898139333,-69.53782379093627,0.14626657592010547
low,27.87,-68.30307210991974,-68.3157515520952,-69.53730471044203,0.14577983235724626
low,27.880000000000003,-68.30385805674328,-68.31649545730183,-69.53678648327408,0.14529470857179305
low,27.89,-68.30464518855621,-68.31724068712724,-69.53626910941803,0.14481119917347668
low,27.900000000000002,-68.30543349598109,-68.31798723172783,-69.53575258885404,0.14432929878996592
low,27.91,-68.30622296968116,-68.3187350813022,-69.53523692155704,0.14384900206680745
low,27.920000000000005,-68.3070136003602,-68.31948422609103,-69.5347221074966,0.1433703036673661
low,27.930000000000003,-68.30780537876228,-68.32023465637695,-69.53420814663707,0.14289319827276642
low,27.94,-68.30859829567171,-68.32098636248433,-69.5336950389375,0.14241768058183255
low,27.950000000000003,-68.3093923419128,-68.32173933477911,-69.5331827843518,0.1419437453110299
low,27.96,-68.31018750834974,-68.32249356366867,-69.53267138282862,0.14147138719440644
low,27.970000000000002,-68.31098378588648,-68.32324903960166,-69.5321608343115,0.14100060098353395
low,27.98,-68.31178116546657,-68.32400575306791,-69.53165113873881,0.14053138144745
low,27.990000000000002,-68.31257963807295,-68.32476369459816,-69.53114229604383,0.14006372337259945
low,28.0,-68.31337919472791,-68.32552285476403,-69.53063430615474,0.13959762156277697
low,28.010000000000005,-68.31417982649285,-68.32628322417776,-69.5301271689947,0.13913307083906873
low,28.020000000000003,-68.31498152446812,-68.32704479349209,-69.5296208844818,0.13867006603979573
low,28.03,-68.31578427979298,-68.32780755340016,-69.52911545252921,0.1382086020204556
low,28.040000000000003,-68.31658808364536,-68.32857149463528,-69.52861087304501,0.13774867365366558
low,28.05,-68.31739292724174,-68.32933660797084,-69.52810714593242,0.13729027582910608
low,28.060000000000002,-68.318198801837,-68.33010288422011,-69.52760427108969,0.13683340345346334
low,28.07,-68.31900569872428,-68.33087031423611,-69.52710224841019,0.13637805145037307
low,28.080000000000002,-68.31981360923487,-68.33163888891148,-69.52660107778242,0.13592421476036412
low,28.090000000000003,-68.32062252473794,-68.33240859917831,-69.52610075909001,0.1354718883408018
low,28.100000000000005,-68.32143243664062,-68.33317943600795,-69.52560129221183,0.13502106716583287
low,28.110000000000003,-68.32224333638759,-68.33395139041099,-69.52510267702189,0.1345717462263286
low,28.12,-68.32305521546112,-68.33472445343692,-69.52460491338948,0.13412392052982938
low,28.130000000000003,-68.32386806538095,-68.3354986161742,-69.5241080011791,0.13367758510048997
low,28.14,-68.32468187770395,-68.33627386974992,-69.52361194025056,0.13323273497902305
low,28.150000000000002,-68.32549664402418,-68.33705020532975,-69.52311673045898,0.1327893652226453
low,28.16,-68.32631235597268,-68.33782761411781,-69.52262237165479,0.13234747090502152
low,28.17,-68.32712900521732,-68.33860608735651,-69.5221288636838,0.13190704711621046
low,28.180000000000003,-68.32794658346259,-68.33938561632631,-69.5216362063872,0.1314680889626098
low,28.190000000000005,-68.32876508244964,-68.34016619234573,-69.52114439960154,0.13103059156690278
low,28.200000000000003,-68.32958449395598,-68.34094780677111,-69.52065344315886,0.1305945500680025
low,28.21,-68.3304048097954,-68.34173045099648,-69.52016333688663,0.13015995962099922
low,28.220000000000002,-68.33122602181786,-68.34251411645346,-69.5196740806078,0.12972681539710562
low,28.23,-68.3320481219093,-68.34329879461103,-69.51918567414084,0.12929511258360393
low,28.240000000000002,-68.33287110199153,-68.34408447697548,-69.51869811729969,0.12886484638379173
low,28.25,-68.33369495402206,-68.34487115509025,-69.51821140989392,0.1284360120169292
low,28.260000000000005,-68.33451966999407,-68.34565882053573,-69.51772555172862,0.12800860471818556
low,28.270000000000003,-68.33534524193612,-68.34644746492917,-69.51724054260451,0.12758261973858676
low,28.280000000000005,-68.33617166191216,-68.34723707992455,-69.51675638231791,0.127158052344962
low,28.290000000000003,-68.3369989220213,-68.34802765721244,-69.51627307066082,0.1267348978198914
low,28.3,-68.33782701439767,-68.3488191885198,-69.51579060742087,0.1263131514616538
low,28.310000000000002,-68.33865593121043,-68.3496116656099,-69.51530899238142,0.12589280858417423
low,28.32,-68.33948566466339,-68.35040508028219,-69.51482822532152,0.12547386451697215
low,28.330000000000002,-68.34031620699513,-68.3511994243721,-69.51434830601598,0.12505631460510908
low,28.34,-68.34114755047871,-68.351994689751,-69.51386923423536,0.12464015420913742
low,28.350000000000005,-68.34197968742158,-68.35279086832597,-69.51339100974603,0.12422537870504832
low,28.360000000000003,-68.34281261016554,-68.35358795203973,-69.51291363231014,0.12381198348422129
low,28.370000000000005,-68.34364631108637,-68.35438593287047,-69.5124371016857,0.1233999639533716
low,28.380000000000003,-68.34448078259396,-68.35518480283169,-69.51196141762657,0.12298931553450045
low,28.39,-68.3453160171321,-68.35598455397216,-69.51148657988246,0.12258003366484331
low,28.400000000000002,-68.34615200717822,-68.35678517837569,-69.51101258819904,0.1221721137968198
low,28.41,-68.34698874524346,-68.35758666816103,-69.51053944231785,0.1217655513979827
low,28.42,-68.3478262238724,-68.35838901548178,-69.51006714197639,0.121360341950968
low,28.430000000000003,-68.34866443564302,-68.35919221252615,-69.50959568690817,0.12095648095344418
low,28.440000000000005,-68.34950337316648,-68.35999625151696,-69.50912507684264,0.12055396391806297
low,28.450000000000003,-68.35034302908713,-68.36080112471143,-69.50865531150525,0.12015278637240871
low,28.460000000000004,-68.35118339608223,-68.36160682440108,-69.50818639061758,0.11975294385894895
low,28.470000000000002,-68.3520244668619,-68.36241334291152,-69.50771831389716,0.11935443193498514
low,28.48,-68.35286623416904,-68.36322067260247,-69.50725108105765,0.11895724617260278
low,28.490000000000002,-68.35370869077913,-68.36402880586748,-69.50678469180883,0.11856138215862289
low,28.5,-68.35455182950012,-68.3648377351339,-69.50631914585658,0.11816683549455219
low,28.51,-68.35539564317233,-68.36564745286273,-69.5058544429029,0.11777360179653494
low,28.520000000000003,-68.35624012466833,-68.36645795154845,-69.505390582646,0.11738167669530372
low,28.530000000000005,-68.35708526689275,-68.36726922371895,-69.50492756478026,0.1169910558361314
low,28.540000000000003,-68.35793106278227,-68.36808126193536,-69.50446538899627,0.1166017348787821
low,28.55,-68.3587775053054,-68.36889405879194,-69.50400405498085,0.11621370949746346
low,28.560000000000002,-68.35962458746243,-68.36970760691598,-69.50354356241708,0.11582697538077831
low,28.57,-68.36047230228522,-68.3705218989676,-69.5030839109843,0.1154415282316771
low,28.580000000000002,-68.36132064283716,-68.37133692763972,-69.50262510035815,0.11505736376740963
low,28.59,-68.36216960221307,-68.37215268565788,-69.50216713021058,0.11467447771947806
low,28.600000000000005,-68.36301917353894,-68.3729691657801,-69.50171000020991,0.11429286583358889
low,28.610000000000003,-68.363869349972,-68.37378636079681,-69.50125371002078,0.11391252386960635
low,28.620000000000005,-68.36472012470043,-68.37460426353068,-69.5007982593042,0.11353344760150469
low,28.630000000000003,-68.36557149094334,-68.37542286683654,-69.50034364771763,0.11315563281732145
low,28.64,-68.36642344195062,-68.37624216360116,-69.49988987491489,0.11277907531911076
low,28.650000000000002,-68.36727597100285,-68.37706214674328,-69.49943694054627,0.1124037709228965
low,28.66,-68.36812907141116,-68.3778828092134,-69.49898484425853,0.11202971545862601
low,28.67,-68.3689827365171,-68.37870414399362,-69.49853358569487,0.11165690477012372
low,28.68,-68.36983695969255,-68.37952614409762,-69.49808316449504,0.1112853347150447
low,28.690000000000005,-68.37069173433959,-68.38034880257044,-69.49763358029527,0.11091500116482897
low,28.700000000000003,-68.3715470538904,-68.38117211248846,-69.49718483272837,0.11054590000465571
low,28.710000000000004,-68.37240291180709,-68.38199606695916,-69.49673692142365,0.11017802713339701
low,28.720000000000002,-68.3732593015817,-68.38282065912114,-69.49628984600707,0.10981137846357279
low,28.73,-68.37411621673593,-68.3836458821439,-69.49584360610116,0.10944594992130512
low,28.740000000000002,-68.37497365082118,-68.38447172922771,-69.49539820132505,0.10908173744627322
low,28.75,-68.37583159741831,-68.3852981936036,-69.49495363129452,0.10871873699166798
low,28.76,-68.37669005013761,-68.38612526853316,-69.49450989562204,0.10835694452414739
low,28.770000000000003,-68.37754900261866,-68.38695294730842,-69.49406699391673,0.10799635602379125
low,28.780000000000005,-68.3784084485302,-68.38778122325175,-69.49362492578442,0.10763696748405722
low,28.790000000000003,-68.37926838157007,-68.38861008971578,-69.49318369082764,0.10727877491173549
low,28.800000000000004,-68.38012879546504,-68.38943954008325,-69.49274328864566,0.10692177432690499
low,28.810000000000002,-68.38098968397067,-68.39026956776684,-69.49230371883452,0.10656596176288881
low,28.82,-68.3818510408714,-68.39110016620921,-69.49186498098706,0.10621133326621045
low,28.830000000000002,-68.38271285998013,-68.39193132888272,-69.49142707469284,0.10585788489654958
low,28.84,-68.38357513513836,-68.39276304928939,-69.49098999953831,0.10550561272669853
low,28.85,-68.38443786021594,-68.39359532096078,-69.4905537551067,0.10515451284251837
low,28.860000000000003,-68.3853010291111,-68.39442813745794,-69.4901183409781,0.10480458134289564
low,28.870000000000005,-68.38616463575016,-68.39526149237115,-69.48968375672948,0.10445581433969922
low,28.880000000000003,-68.38702867408757,-68.39609537931995,-69.4892500019347,0.10410820795773641
low,28.890000000000004,-68.38789313810572,-68.39692979195291,-69.48881707616452,0.1037617583347106
low,28.900000000000002,-68.38875802181488,-68.39776472394767,-69.48838497898664,0.1034164616211779
low,28.91,-68.38962331925305,-68.39860016901068,-69.48795370996568,0.1030723139805047
low,28.92,-68.39048902448592,-68.39943612087717,-69.48752326866322,0.10272931158882471
low,28.93,-68.39135513160666,-68.40027257331099,-69.48709365463785,0.10238745063499682
low,28.940000000000005,-68.39222163473593,-68.40110952010454,-69.4866648674451,0.10204672732056225
low,28.950000000000003,-68.39308852802169,-68.40194695507869,-69.48623690663759,0.10170713785970324
low,28.960000000000004,-68.39395580563915,-68.40278487208259,-69.48580977176492,0.10136867847919988
low,28.970000000000002,-68.39482346179054,-68.4036232649936,-69.48538346237376,0.10103134541838898
low,28.980000000000004,-68.39569149070525,-68.40446212771718,-69.48495797800787,0.10069513492912187
low,28.990000000000002,-68.3965598866395,-68.40530145418684,-69.48453331820807,0.10036004327572308
low,29.0,-68.39742864387631,-68.40614123836392,-69.48410948251227,0.1000260667349485
low,29.01,-68.39829775672541,-68.40698147423753,-69.48368647045555,0.09969320159594433
low,29.02,-68.39916721952318,-68.40782215582453,-69.48326428157009,0.09936144416020554
low,29.030000000000005,-68.40003702663242,-68.40866327716927,-69.48284291538526,0.09903079074153492
low,29.040000000000003,-68.40090717244234,-68.4095048323436,-69.48242237142757,0.09870123766600242
low,29.050000000000004,-68.40177765136853,-68.41034681544676,-69.48200264922075,0.09837278127190366
low,29.060000000000002,-68.40264845785268,-68.41118922060517,-69.48158374828574,0.09804541790971986
low,29.070000000000004,-68.40351958636258,-68.41203204197244,-69.48116566814068,0.09771914394207686
low,29.080000000000002,-68.40439103139201,-68.41287527372918,-69.480748408301,0.09739395574370512
low,29.09,-68.40526278746069,-68.41371891008303,-69.48033196827936,0.097069849701399
low,29.1,-68.4061348491141,-68.41456294526837,-69.47991634758567,0.09674682221397697
low,29.110000000000003,-68.40700721092335,-68.41540737354637,-69.4795015457272,0.09642486969224123
low,29.120000000000005,-68.40787986748524,-68.41625218920478,-69.47908756220849,0.09610398855893859
low,29.130000000000003,-68.40875281342203,-68.41709738655796,-69.47867439653142,0.09578417524871957
low,29.140000000000004,-68.40962604338132,-68.41794295994657,-69.47826204819522,0.0954654262080998
low,29.150000000000002,-68.41049955203607,-68.41878890373773,-69.47785051669649,0.09514773789541986
low,29.16,-68.41137333408443,-68.41963521232469,-69.47743980152914,0.09483110678080646
low,29.17,-68.41224738424957,-68.42048188012684,-69.4770299021846,0.09451552934613273
low,29.18,-68.41312169727979,-68.42132890158962,-69.4766208181516,0.09420100208497963
low,29.19,-68.41399626794819,-68.42217627118433,-69.47621254891635,0.09388752150259645
low,29.200000000000003,-68.41487109105273,-68.42302398340813,-69.4758050939625,0.09357508411586235
low,29.210000000000004,-68.41574616141607,-68.42387203278392,-69.47539845277117,0.09326368645324783
low,29.220000000000002,-68.41662147388548,-68.42472041386019,-69.47499262482093,0.09295332505477549
low,29.230000000000004,-68.41749702333277,-68.42556912121096,-69.47458760958784,0.09264399647198222
low,29.240000000000002,-68.41837280465417,-68.42641814943565,-69.47418340654552,0.09233569726788052
low,29.25,-68.41924881277023,-68.42726749315905,-69.47378001516505,0.09202842401692062
low,29.26,-68.42012504262576,-68.42811714703116,-69.47337743491508,0.09172217330495197
low,29.27,-68.42100148918968,-68.4289671057271,-69.47297566526184,0.09141694172918585
low,29.280000000000005,-68.421878147455,-68.42981736394701,-69.4725747056691,0.09111272589815707
low,29.290000000000003,-68.42275501243866,-68.43066791641603,-69.47217455559822,0.09080952243168676
low,29.300000000000004,-68.42363207918147,-68.43151875788408,-69.47177521450816,0.09050732796084428
low,29.310000000000002,-68.42450934274801,-68.4323698831258,-69.47137668185553,0.09020613912791027
low,29.320000000000004,-68.42538679822653,-68.43322128694057,-69.47097895709456,0.08990595258633893
low,29.330000000000002,-68.4262644407289,-68.43407296415225,-69.4705820396771,0.08960676500072126
low,29.34,-68.42714226539046,-68.43492490960922,-69.4701859290527,0.0893085730467476
low,29.35,-68.42802026736993,-68.43577711818413,-69.46979062466859,0.08901137341117102
low,29.36,-68.42889844184941,-68.43662958477401,-69.46939612596967,0.0887151627917702
low,29.370000000000005,-68.42977678403415,-68.43748230429996,-69.46900243239858,0.08841993789731299
low,29.380000000000003,-68.43065528915257,-68.43833527170727,-69.46860954339566,0.08812569544751991
low,29.390000000000004,-68.43153395245612,-68.43918848196512,-69.46821745839901,0.08783243217302723
low,29.400000000000002,-68.4324127692192,-68.44004193006664,-69.4678261768445,0.08754014481535122
low,29.410000000000004,-68.43329173473911,-68.44089561102876,-69.46743569816574,0.08724883012685145
low,29.42,-68.43417084433587,-68.44174951989211,-69.46704602179415,0.08695848487069507
low,29.43,-68.43505009335219,-68.44260365172093,-69.46665714715888,0.0866691058208208
low,29.44,-68.43592947715341,-68.44345800160302,-69.46626907368703,0.08638068976190279
low,29.450000000000003,-68.43680899112736,-68.44431256464958,-69.4658818008034,0.08609323348931511
low,29.460000000000004,-68.4376886306843,-68.4451673359952,-69.46549532793073,0.08580673380909647
low,29.470000000000002,-68.43856839125684,-68.44602231079767,-69.46510965448955,0.08552118753791395
low,29.480000000000004,-68.43944826829978,-68.446877484238,-69.46472477989832,0.08523659150302837
low,29.490000000000002,-68.44032825729012,-68.44773285152023,-69.46434070357334,0.08495294254225856
low,29.500000000000004,-68.44120835372692,-68.44858840787141,-69.46395742492882,0.08467023750394652
low,29.51,-68.44208855313126,-68.44944414854149,-69.46357494337691,0.08438847324692222
low,29.52,-68.44296885104605,-68.45030006880317,-69.46319325832769,0.08410764664046888
low,29.53,-68.44384924303608,-68.45115616395198,-69.46281236918918,0.08382775456428787
low,29.540000000000003,-68.44472972468786,-68.45201242930597,-69.46243227536733,0.08354879390846436
low,29.550000000000004,-68.44561029160951,-68.45286886020578,-69.46205297626612,0.08327076157343273
low,29.560000000000002,-68.44649093943072,-68.4537254520145,-69.46167447128745,0.08299365446994196
low,29.570000000000004,-68.44737166380271,-68.45458220011761,-69.4612967598313,0.08271746951902129
low,29.580000000000002,-68.44825246039804,-68.45543909992286,-69.46091984129559,0.08244220365194631
low,29.590000000000003,-68.44913332491058,-68.45629614686014,-69.46054371507631,0.08216785381020443
low,29.6,-68.45001425305547,-68.45715333638152,-69.46016838056748,0.08189441694546137
low,29.61,-68.45089524056891,-68.45801066396106,-69.45979383716119,0.08162189001952681
low,29.620000000000005,-68.45177628320826,-68.45886812509475,-69.45942008424755,0.08135027000432103
low,29.630000000000003,-68.45265737675174,-68.45972571530044,-69.45904712121485,0.08107955388184118
low,29.640000000000004,-68.4535385169986,-68.46058343011774,-69.45867494744938,0.08080973864412747
low,29.650000000000002,-68.45441969976879,-68.46144126510794,-69.4583035623356,0.08054082129323004
low,29.660000000000004,-68.45530092090304,-68.46229921585392,-69.45793296525608,0.08027279884117557
low,29.67,-68.45618217626273,-68.46315727796008,-69.45756315559152,0.08000566830993407
low,29.680000000000003,-68.45706346172979,-68.46401544705226,-69.45719413272073,0.0797394267313857
low,29.69,-68.45794477320669,-68.46487371877761,-69.45682589602077,0.07947407114728809
low,29.7,-68.45882610661623,-68.46573208880457,-69.45645844486683,0.07920959860924302
low,29.710000000000004,-68.4597074579016,-68.46659055282275,-69.45609177863227,0.078946006178664
low,29.720000000000002,-68.46058882302619,-68.46744910654284,-69.45572589668868,0.07868329092674366
low,29.730000000000004,-68.46147019797363,-68.46830774569655,-69.45536079840588,0.07842144993442089
low,29.740000000000002,-68.4623515787475,-68.46916646603651,-69.4549964831519,0.07816048029234861
low,29.750000000000004,-68.46323296137157,-68.47002526333624,-69.45463295029302,0.07790037910086148
low,29.76,-68.46411434188946,-68.47088413339,-69.45427019919373,0.07764114346994352
low,29.77,-68.46499571636458,-68.47174307201271,-69.45390822921686,0.07738277051919627
low,29.78,-68.46587708088019,-68.47260207503994,-69.45354703972347,0.07712525737780639
low,29.790000000000003,-68.46675843153925,-68.47346113832774,-69.45318663007295,0.07686860118451412
low,29.800000000000004,-68.46763976446431,-68.47432025775264,-69.45282699962294,0.07661279908758147
low,29.810000000000002,-68.46852107579745,-68.47517942921152,-69.45246814772949,0.07635784824476016
low,29.820000000000004,-68.46940236170028,-68.47603864862154,-69.45211007374685,0.0761037458232605
low,29.830000000000002,-68.47028361835372,-68.47689791192006,-69.45175277702774,0.07585048899971956
low,29.840000000000003,-68.47116484195806,-68.47775721506459,-69.45139625692316,0.07559807496017013
low,29.85,-68.4720460287328,-68.47861655403267,-69.4510405127825,0.07534650090000905
low,29.86,-68.47292717491659,-68.47947592482178,-69.45068554395354,0.07509576402396653
low,29.87,-68.47380827676722,-68.48033532344935,-69.45033134978242,0.07484586154607457
low,29.880000000000003,-68.47468933056139,-68.48119474595258,-69.4499779296137,0.0745967906896364
low,29.890000000000004,-68.47557033259484,-68.48205418838839,-69.44962528279041,0.07434854868719565
low,29.900000000000002,-68.4764512791821,-68.4829136468334,-69.44927340865392,0.07410113278050522
low,29.910000000000004,-68.47733216665654,-68.48377311738378,-69.4489223065441,0.0738545402204969
low,29.92,-68.47821299137017,-68.48463259615522,-69.44857197579927,0.07360876826725084
low,29.930000000000003,-68.47909374969375,-68.48549207928284,-69.44822241575616,0.07336381418996502
low,29.94,-68.47997443801644,-68.48635156292106,-69.44787362575006,0.07311967526692499
low,29.95,-68.48085505274605,-68.48721104324363,-69.44752560511468,0.0728763487854735
low,29.960000000000004,-68.48173559030872,-68.4880705164435,-69.44717835318227,0.0726338320419804
low,29.970000000000002,-68.48261604714895,-68.48892997873268,-69.44683186928356,0.0723921223418129
low,29.980000000000004,-68.48349641972949,-68.48978942634226,-69.44648615274781,0.07215121699930506
low,29.990000000000002,-68.48437670453134,-68.49064885552234,-69.44614120290287,0.0719111133377284
low,30.000000000000004,-68.48525689805362,-68.49150826254186,-69.44579701907504,0.07167180868926194
low,30.01,-68.48613699681346,-68.49236764368861,-69.44545360058927,0.07143330039496276
low,30.020000000000003,-68.48701699734598,-68.49322699526914,-69.44511094676902,0.07119558580473619
low,30.03,-68.48789689620426,-68.49408631360862,-69.44476905693635,0.07095866227730656
low,30.04,-68.48877668995918,-68.4949455950509,-69.44442793041193,0.07072252718018783
low,30.050000000000004,-68.48965637519942,-68.49580483595831,-69.44408756651501,0.07048717788965418
low,30.060000000000002,-68.49053594853135,-68.49666403271165,-69.44374796456344,0.0702526117907112
low,30.070000000000004,-68.49141540657894,-68.49752318171008,-69.44340912387375,0.07001882627706645
low,30.080000000000002,-68.49229474598376,-68.49838227937109,-69.4430710437611,0.06978581875110067
low,30.090000000000003,-68.49317396340483,-68.4992413221304,-69.44273372353919,0.06955358662383898
low,30.1,-68.49405305551868,-68.50010030644192,-69.44239716252054,0.06932212731492197
low,30.110000000000003,-68.49493201901905,-68.50095922877759,-69.44206136001621,0.06909143825257726
low,30.12,-68.49581085061708,-68.50181808562745,-69.44172631533603,0.06886151687359059
low,30.130000000000003,-68.49668954704106,-68.50267687349941,-69.44139202778848,0.06863236062327752
low,30.140000000000004,-68.49756810503648,-68.50353558891933,-69.44105849668077,0.06840396695545536
low,30.150000000000002,-68.49844652136586,-68.50439422843087,-69.44072572131877,0.06817633333241421
low,30.160000000000004,-68.49932479280874,-68.50525278859537,-69.44039370100714,0.06794945722488925
low,30.17,-68.50020291616157,-68.50611126599189,-69.44006243504923,0.06772333611203254
low,30.180000000000003,-68.50108088823777,-68.50696965721707,-69.43973192274714,0.06749796748138491
low,30.19,-68.50195870586748,-68.50782795888512,-69.43940216340178,0.0672733488288482
low,30.200000000000003,-68.5028363658976,-68.50868616762762,-69.43907315631274,0.06704947765865718
low,30.21,-68.5037138651917,-68.50954428009364,-69.43874490077847,0.06682635148335224
low,30.220000000000002,-68.50459120062999,-68.5104022929495,-69.43841739609618,0.06660396782375119
low,30.230000000000004,-68.50546836910917,-68.51126020287879,-69.43809064156187,0.06638232420892237
low,30.240000000000002,-68.50634536754244,-68.51211800658231,-69.43776463647032,0.0661614181761566
low,30.250000000000004,-68.50722219285942,-68.51297570077796,-69.43743938011518,0.0659412472709401
low,30.26,-68.50809884200604,-68.51383328220066,-69.4371148717889,0.06572180904692726
low,30.270000000000003,-68.50897531194454,-68.51469074760236,-69.43679111078283,0.06550310106591328
low,30.28,-68.50985159965336,-68.51554809375189,-69.43646809638707,0.06528512089780732
low,30.290000000000003,-68.5107277021271,-68.51640531743494,-69.43614582789068,0.06506786612060517
low,30.300000000000004,-68.5116036163764,-68.51726241545396,-69.4358243045815,0.0648513343203626
low,30.310000000000002,-68.51247933942797,-68.51811938462814,-69.43550352574633,0.06463552309116863
low,30.320000000000004,-68.51335486832441,-68.51897622179327,-69.43518349067082,0.06442043003511842
low,30.330000000000002,-68.51423020012432,-68.51983292380179,-69.43486419863952,0.06420605276228693
low,30.340000000000003,-68.51510533190199,-68.52068948752259,-69.4345456489359,0.06399238889070226
low,30.35,-68.51598026074763,-68.52154590984104,-69.43422784084235,0.06377943604631914
low,30.360000000000003,-68.51685498376696,-68.52240218765887,-69.4339107736402,0.06356719186299271
low,30.37,-68.51772949808151,-68.52325831789415,-69.4335944466097,0.06335565398245208
low,30.38,-68.51860380082829,-68.52411429748118,-69.43327885903008,0.06314482005427417
low,30.390000000000004,-68.51947788915983,-68.52497012337044,-69.43296401017948,0.06293468773585754
low,30.400000000000002,-68.52035176024417,-68.5258257925286,-69.43264989933508,0.0627252546923966
low,30.410000000000004,-68.52122541126465,-68.52668130193828,-69.43233652577297,0.06251651859685539
low,30.42,-68.52209883942001,-68.5275366485982,-69.43202388876826,0.06230847712994173
low,30.430000000000003,-68.52297204192422,-68.52839182952295,-69.43171198759508,0.06210112798008169
low,30.44,-68.52384501600643,-68.52924684174299,-69.43140082152652,0.06189446884339361
low,30.450000000000003,-68.52471775891101,-68.5301016823046,-69.43109038983474,0.061688497423662836
low,30.46,-68.52559026789734,-68.5309563482698,-69.43078069179089,0.06148321143231583
low,30.470000000000002,-68.52646254023983,-68.53181083671626,-69.43047172666515,0.061278608588395005
low,30.480000000000004,-68.52733457322785,-68.5326651447373,-69.43016349372678,0.061074686618533436
low,30.490000000000002,-68.52820636416574,-68.53351926944178,-69.42985599224409,0.06087144325692932
low,30.500000000000004,-68.52907791037252,-68.53437320795405,-69.42954922148441,0.06066887624532094
low,30.51,-68.52994920918219,-68.53522695741388,-69.4292431807142,0.06046698333296171
low,30.520000000000003,-68.53082025794333,-68.53608051497643,-69.42893786919898,0.060265762276594914
low,30.53,-68.53169105401919,-68.5369338778121,-69.42863328620332,0.060065210840429005
low,30.540000000000003,-68.53256159478772,-68.53778704310663,-69.42832943099097,0.059865326796112575
low,30.55,-68.53343187764128,-68.53864000806085,-69.42802630282475,0.05966610792270981
low,30.560000000000002,-68.53430189998679,-68.53949276989077,-69.42772390096657,0.059467552006675514
low,30.570000000000004,-68.5351716592456,-68.54034532582745,-69.42742222467753,0.05926965684183093
low,30.580000000000002,-68.53604115285343,-68.54119767311694,-69.42712127321782,0.05907242022933882
low,30.590000000000003,-68.53691037826026,-68.54204980902023,-69.42682104584678,0.0588758399776792
low,30.6,-68.53777933293036,-68.5429017308132,-69.42652154182292,0.05867991390262507
