condition,time_ms,V_h_mV,V_d_mV,V_s_mV,g_syn_nS
intermediate,51.10000000000001,-69.4334352177821,-69.43351257741361,-69.49733602953415,6.321359771235573e-05
intermediate,51.11,-69.4336168221314,-69.43369393742825,-69.49746114614653,6.300323651675282e-05
intermediate,51.120000000000005,-69.43379833297386,-69.4338752047431,-69.49758625358466,6.279357535775927e-05
intermediate,51.13,-69.4339797504108,-69.43405637945679,-69.49771135180598,6.258461190580471e-05
intermediate,51.14000000000001,-69.43416107454335,-69.4342374616678,-69.49783644076804,6.237634383907066e-05
intermediate,51.15,-69.43434230547253,-69.43441845147449,-69.49796152042848,6.216876884346554e-05
intermediate,51.160000000000004,-69.43452344329918,-69.434599348975,-69.49808659074499,6.196188461259807e-05
intermediate,51.17000000000001,-69.43470448812397,-69.4347801542674,-69.49821165167543,6.175568884775276e-05
intermediate,51.18000000000001,-69.43488544004745,-69.4349608674496,-69.49833670317764,6.155017925786341e-05
intermediate,51.190000000000005,-69.43506629916999,-69.43514148861934,-69.49846174520967,6.134535355948786e-05
intermediate,51.2,-69.43524706559178,-69.4353220178742,-69.49858677772956,6.114120947678309e-05
intermediate,51.21000000000001,-69.43542773941293,-69.43550245531165,-69.4987118006955,6.093774474147919e-05
intermediate,51.22,-69.43560832073328,-69.43568280102899,-69.49883681406573,6.073495709285501e-05
intermediate,51.230000000000004,-69.43578880965268,-69.43586305512342,-69.49896181779859,6.0532844277712055e-05
intermediate,51.24,-69.43596920627063,-69.4360432176919,-69.49908681185255,6.0331404050350716e-05
intermediate,51.25000000000001,-69.4361495106866,-69.43622328883134,-69.4992117961861,6.013063417254397e-05
intermediate,51.260000000000005,-69.43632972299993,-69.43640326863846,-69.49933677075789,5.993053241351301e-05
intermediate,51.27,-69.43650984330972,-69.43658315720982,-69.49946173552658,5.973109654990352e-05
intermediate,51.28000000000001,-69.43668987171498,-69.43676295464189,-69.499586690451,5.9532324365759104e-05
intermediate,51.29,-69.43686980831447,-69.43694266103093,-69.49971163548999,5.933421365249789e-05
intermediate,51.300000000000004,-69.43704965320694,-69.4371222764731,-69.49983657060254,5.913676220888751e-05
