condition,time_ms,V_h_mV,V_d_mV,V_s_mV,g_syn_nS
high,27.650000000000002,-66.52389038615122,-68.51902143576292,-69.61778748859427,0.15687209931044402
high,27.66,-66.53085872995882,-68.51955987682086,-69.61731048038493,0.15635006285736405
high,27.670000000000005,-66.53780859034835,-68.52009998572666,-69.6168341781324,0.15582976362879508
high,27.680000000000003,-66.54474001686567,-68.52064175241676,-69.61635858213094,0.1553111958436301
high,27.69,-66.55165305894089,-68.52118516686596,-69.6158836926692,0.15479435373999997
high,27.700000000000003,-66.55854776588822,-68.52173021908729,-69.61540951003003,0.15427923157520984
high,27.71,-66.56542418690631,-68.52227689913187,-69.61493603449068,0.15376582362567542
high,27.720000000000002,-66.5722823710783,-68.52282519708884,-69.61446326632272,0.153254124186859
high,27.73,-66.57912236737202,-68.52337510308517,-69.61399120579212,0.1527441275732067
high,27.740000000000002,-66.58594422464009,-68.52392660728563,-69.61351985315926,0.15223582811808453
high,27.750000000000004,-66.59274799162002,-68.52447969989258,-69.61304920867897,0.15172922017371598
high,27.760000000000005,-66.59953371693446,-68.5250343711459,-69.61257927260053,0.15122429811111934
high,27.770000000000003,-66.60630144909129,-68.52559061132293,-69.6121100451677,0.15072105632004476
high,27.78,-66.61305123648376,-68.5261484107382,-69.61164152661874,0.15021948920891173
high,27.790000000000003,-66.61978312739066,-68.52670775974349,-69.61117371718646,0.14971959120474787
high,27.8,-66.6264971699764,-68.52726864872757,-69.61070661709826,0.14922135675312595
high,27.810000000000002,-66.6331934122913,-68.52783106811619,-69.6102402265761,0.1487247803181031
high,27.82,-66.63987190227158,-68.52839500837187,-69.60977454583652,0.14822985638215838
high,27.830000000000002,-66.64653268773961,-68.5289604599939,-69.60930957509075,0.14773657944613242
high,27.840000000000003,-66.65317581640403,-68.52952741351807,-69.60884531454464,0.14724494402916538
high,27.850000000000005,-66.6598013358599,-68.53009585951673,-69.60838176439874,0.14675494466863712
high,27.860000000000003,-66.66640929358883,-68.53066578859854,-69.60791892484833,0.14626657592010547
high,27.87,-66.67299973695921,-68.53123719140841,-69.6074567960834,0.14577983235724626
high,27.880000000000003,-66.67957271322626,-68.53181005862739,-69.60699537828866,0.14529470857179305
high,27.89,-66.68612826953228,-68.53238438097252,-69.60653467164367,0.14481119917347668
high,27.900000000000002,-66.69266645290669,-68.5329601491968,-69.60607467632276,0.14432929878996592
high,27.91,-66.69918731026635,-68.53353735408898,-69.6056153924951,0.14384900206680745
high,27.920000000000005,-66.70569088841552,-68.53411598647345,-69.60515682032471,0.1433703036673661
high,27.930000000000003,-66.7121772340462,-68.53469603721027,-69.60469895997049,0.14289319827276642
high,27.94,-66.71864639373813,-68.53527749719484,-69.60424181158622,0.14241768058183255
high,27.950000000000003,-66.72509841395906,-68.53586035735796,-69.60378537532064,0.1419437453110299
high,27.96,-66.73153334106487,-68.53644460866568,-69.60332965131741,0.14147138719440644
high,27.970000000000002,-66.73795122129974,-68.53703024211907,-69.60287463971517,0.14100060098353395
high,27.98,-66.74435210079623,-68.53761724875432,-69.60242034064757,0.14053138144745
high,27.990000000000002,-66.75073602557559,-68.53820561964244,-69.60196675424325,0.14006372337259945
high,28.0,-66.7571030415478,-68.53879534588924,-69.60151388062593,0.13959762156277697
high,28.010000000000005,-66.76345319451173,-68.53938641863523,-69.60106171991434,0.13913307083906873
high,28.020000000000003,-66.76978653015541,-68.53997882905546,-69.60061027222237,0.13867006603979573
high,28.03,-66.7761030940561,-68.54057256835941,-69.60015953765894,0.1382086020204556
high,28.040000000000003,-66.78240293168044,-68.54116762779094,-69.59970951632818,0.13774867365366558
high,28.05,-66.78868608838468,-68.54176399862816,-69.59926020832933,0.13729027582910608
high,28.060000000000002,-66.79495260941482,-68.54236167218325,-69.59881161375681,0.13683340345346334
high,28.07,-66.80120253990674,-68.54296063980244,-69.59836373270028,0.13637805145037307
high,28.080000000000002,-66.80743592488642,-68.54356089286588,-69.59791656524457,0.13592421476036412
high,28.090000000000003,-66.81365280927005,-68.5441624227875,-69.59747011146982,0.1354718883408018
high,28.100000000000005,-66.81985323786425,-68.5447652210149,-69.5970243714514,0.13502106716583287
high,28.110000000000003,-66.82603725536619,-68.5453692790293,-69.59657934525995,0.1345717462263286
high,28.12,-66.83220490636377,-68.5459745883454,-69.59613503296148,0.13412392052982938
high,28.130000000000003,-66.83835623533581,-68.54658114051122,-69.59569143461732,0.13367758510048997
high,28.14,-66.8444912866522,-68.54718892710812,-69.59524855028413,0.13323273497902305
high,28.150000000000002,-66.85061010457406,-68.54779793975057,-69.59480638001396,0.1327893652226453
high,28.16,-66.85671273325396,-68.54840817008606,-69.5943649238543,0.13234747090502152
high,28.17,-66.862799216736,-68.54901960979508,-69.59392418184805,0.13190704711621046
high,28.180000000000003,-66.86886959895601,-68.54963225059092,-69.59348415403353,0.1314680889626098
high,28.190000000000005,-66.87492392374179,-68.55024608421964,-69.59304484044453,0.13103059156690278
high,28.200000000000003,-66.88096223481324,-68.55086110245989,-69.59260624111039,0.1305945500680025
high,28.21,-66.88698457578246,-68.55147729712286,-69.59216835605585,0.13015995962099922
high,28.220000000000002,-66.892990990154,-68.55209466005213,-69.5917311853013,0.12972681539710562
high,28.23,-66.89898152132507,-68.55271318312364,-69.59129472886261,0.12929511258360393
high,28.240000000000002,-66.90495621258555,-68.55333285824551,-69.59085898675127,0.12886484638379173
high,28.25,-66.91091510711837,-68.55395367735798,-69.59042395897434,0.1284360120169292
high,28.260000000000005,-66.91685824799953,-68.55457563243327,-69.58998964553452,0.12800860471818556
high,28.270000000000003,-66.92278567819834,-68.55519871547551,-69.58955604643013,0.12758261973858676
high,28.280000000000005,-66.92869744057758,-68.55582291852062,-69.58912316165517,0.127158052344962
high,28.290000000000003,-66.93459357789364,-68.55644823363623,-69.58869099119929,0.1267348978198914
high,28.3,-66.94047413279677,-68.55707465292151,-69.58825953504788,0.1263131514616538
high,28.310000000000002,-66.9463391478312,-68.5577021685072,-69.58782879318204,0.12589280858417423
high,28.32,-66.95218866543532,-68.55833077255535,-69.58739876557861,0.12547386451697215
high,28.330000000000002,-66.95802272794184,-68.5589604572593,-69.58696945221021,0.12505631460510908
high,28.34,-66.96384137757806,-68.55959121484362,-69.58654085304522,0.12464015420913742
high,28.350000000000005,-66.96964465646593,-68.56022303756392,-69.58611296804786,0.12422537870504832
high,28.360000000000003,-66.97543260662223,-68.56085591770679,-69.58568579717814,0.12381198348422129
high,28.370000000000005,-66.9812052699589,-68.56148984758973,-69.58525934039193,0.1233999639533716
high,28.380000000000003,-66.986962688283,-68.56212481956096,-69.58483359764101,0.12298931553450045
high,28.39,-66.99270490329705,-68.56276082599946,-69.58440856887296,0.12258003366484331
high,28.400000000000002,-66.99843195659918,-68.56339785931473,-69.58398425403138,0.1221721137968198
high,28.41,-67.00414388968318,-68.56403591194675,-69.58356065305571,0.1217655513979827
high,28.42,-67.00984074393888,-68.5646749763659,-69.58313776588136,0.121360341950968
high,28.430000000000003,-67.01552256065222,-68.56531504507282,-69.58271559243975,0.12095648095344418
high,28.440000000000005,-67.02118938100536,-68.56595611059835,-69.58229413265823,0.12055396391806297
high,28.450000000000003,-67.02684124607703,-68.5665981655034,-69.5818733864602,0.12015278637240871
high,28.460000000000004,-67.03247819684253,-68.56724120237884,-69.58145335376506,0.11975294385894895
high,28.470000000000002,-67.03810027417411,-68.56788521384547,-69.58103403448828,0.11935443193498514
high,28.48,-67.04370751884095,-68.56853019255388,-69.58061542854138,0.11895724617260278
high,28.490000000000002,-67.04929997150944,-68.5691761311843,-69.58019753583199,0.11856138215862289
high,28.5,-67.05487767274336,-68.56982302244661,-69.57978035626381,0.11816683549455219
high,28.51,-67.06044066300409,-68.57047085908015,-69.57936388973671,0.11777360179653494
high,28.520000000000003,-67.06598898265068,-68.57111963385366,-69.57894813614668,0.11738167669530372
high,28.530000000000005,-67.07152267194014,-68.57176933956517,-69.57853309538588,0.1169910558361314
high,28.540000000000003,-67.07704177102765,-68.57241996904197,-69.57811876734264,0.1166017348787821
high,28.55,-67.08254631996654,-68.57307151514041,-69.57770515190153,0.11621370949746346
high,28.560000000000002,-67.08803635870875,-68.57372397074589,-69.5772922489433,0.11582697538077831
high,28.57,-67.09351192710477,-68.5743773287727,-69.57688005834495,0.1154415282316771
high,28.580000000000002,-67.09897306490399,-68.57503158216393,-69.57646857997977,0.11505736376740963
high,28.59,-67.10441981175478,-68.57568672389148,-69.57605781371733,0.11467447771947806
high,28.600000000000005,-67.10985220720471,-68.57634274695579,-69.57564775942343,0.11429286583358889
high,28.610000000000003,-67.11527029070079,-68.57699964438591,-69.57523841696026,0.11391252386960635
high,28.620000000000005,-67.12067410158953,-68.5776574092393,-69.5748297861863,0.11353344760150469
high,28.630000000000003,-67.12606367911725,-68.57831603460178,-69.57442186695643,0.11315563281732145
high,28.64,-67.13143906243019,-68.57897551358744,-69.57401465912187,0.11277907531911076
high,28.650000000000002,-67.13680029057467,-68.57963583933851,-69.57360816253023,0.1124037709228965
high,28.66,-67.1421474024974,-68.58029700502529,-69.57320237702554,0.11202971545862601
high,28.67,-67.14748043704546,-68.58095900384608,-69.57279730244824,0.11165690477012372
high,28.68,-67.15279943296675,-68.58162182902704,-69.57239293863525,0.1112853347150447
high,28.690000000000005,-67.15810442890991,-68.58228547382214,-69.57198928541993,0.11091500116482897
high,28.700000000000003,-67.16339546342465,-68.58294993151304,-69.5715863426321,0.11054590000465571
high,28.710000000000004,-67.16867257496197,-68.58361519540901,-69.57118411009814,0.11017802713339701
high,28.720000000000002,-67.17393580187425,-68.58428125884684,-69.5707825876409,0.10981137846357279
high,28.73,-67.17918518241545,-68.58494811519074,-69.5703817750798,0.10944594992130512
high,28.740000000000002,-67.18442075474132,-68.58561575783226,-69.56998167223075,0.10908173744627322
high,28.75,-67.18964255690962,-68.58628418019019,-69.56958227890635,0.10871873699166798
high,28.76,-67.19485062688024,-68.58695337571046,-69.56918359491567,0.10835694452414739
