outlier_category,dataset,phase_source,condition,regime,active_or_passive,target_type,source_file,row_id,SMI,observed_Gamma_h_to_d,Gamma_divider,residual,absolute_residual,relative_error,absolute_relative_error,log10_absolute_relative_error,exploratory_only,source_caveat,A_h_mV,Gamma_h_to_s,R_neck_Mohm,R_in_d_Mohm,A_d_mV,A_s_mV,neck_length_um,neck_radius_um,path_length_um,branch_order,membrane_area_um2,Zin_Mohm,Ztransfer_Mohm,transfer_gain,synaptic_conductance_scale,dynamic_SMI_abs
divider_overprediction_most_negative_residual,phase02_matched_neck_load_sweep,phase02,row_8,matched_neck_heterogeneous_load,passive,Gamma_h_to_d_peak,results\phase02\Figure4_matched_neck_heterogeneous_load.csv,8,0.4903382097778144,0.1940923106841727,0.6709886342839482,-0.47689632359977546,0.47689632359977546,-0.7107368131633107,0.7107368131633107,-0.148291189356178,False,,8.976296329524743,0.0751877868022525,100.0,203.94086776413516,,0.674907854698148,,,,,,,,,,
divider_overprediction_most_negative_residual,phase02_matched_neck_load_sweep,phase02,row_9,matched_neck_heterogeneous_load,passive,Gamma_h_to_d_peak,results\phase02\Figure4_matched_neck_heterogeneous_load.csv,9,0.5008219806474588,0.1935185570326194,0.6663015420180595,-0.4727829849854401,0.4727829849854401,-0.709563095942266,0.709563095942266,-0.14900898004979532,False,,8.976171737413496,0.0747135289465179,100.0,199.6717473756259,,0.6706414669321592,,,,,,,,,,
divider_overprediction_most_negative_residual,phase02_matched_neck_load_sweep,phase02,row_10,matched_neck_heterogeneous_load,passive,Gamma_h_to_d_peak,results\phase02\Figure4_matched_neck_heterogeneous_load.csv,10,0.5135844730000201,0.1928266585424696,0.6606833102733518,-0.4678566517308822,0.4678566517308822,-0.7081405636496413,0.7081405636496413,-0.1498805276799,False,,8.976020137003278,0.0741459876318992,100.0,194.70993625618445,,0.6655358780619236,,,,,,,,,,
divider_overprediction_most_negative_residual,phase02_matched_neck_load_sweep,phase02,row_11,matched_neck_heterogeneous_load,passive,Gamma_h_to_d_peak,results\phase02\Figure4_matched_neck_heterogeneous_load.csv,11,0.5291209830091055,0.1919938939520025,0.6539704909628105,-0.46197659701080795,0.46197659701080795,-0.706418108148368,0.706418108148368,-0.15093817668966467,False,,8.975835692810415,0.0734691245021852,100.0,188.99269394175425,,0.6594467900262468,,,,,,,,,,
divider_underprediction_most_positive_residual,phase06_exploratory_matched_baseline_comparisons,phase06,morphology_dominant / clustered_asynchronous,exploratory_matched_baseline_comparisons,exploratory_active_stress_test,Gamma_h_to_d_peak,results\phase06\matched_baseline_comparisons.csv,5,0.0657437758153317,0.9776781235041924,0.9383118369468916,0.03936628655730079,0.03936628655730079,0.04195437487540608,0.04195437487540608,-1.3772227455579955,True,Comparison table uses *_value columns and may overlap scenario_metrics.,41.59343140463505,0.0845698553325711,27.535457282334832,418.829873107371,,,,,,,,,,,,
divider_underprediction_most_positive_residual,phase06_exploratory_scenario_metrics,phase06,morphology_dominant / clustered_asynchronous,exploratory_scenarios,exploratory_active_stress_test,Gamma_h_to_d_peak,results\phase06\scenario_metrics.csv,5,0.0657437758153317,0.9776781235041924,0.9383118369468916,0.03936628655730079,0.03936628655730079,0.04195437487540608,0.04195437487540608,-1.3772227455579955,True,Exploratory supplemental scenarios only; no disease or clinical claim.,41.59343140463505,0.0845698553325711,27.535457282334832,418.829873107371,40.664987965783936,3.517550476675208,0.8999999999999999,0.102,,,,260.88388167847006,13.205130768864493,0.0506168901041549,1.0,0.1055467938654458
divider_underprediction_most_positive_residual,phase06_exploratory_scenario_metrics,phase06,combined_restrained_epileptogenesis / clustered_asynchronous,exploratory_scenarios,exploratory_active_stress_test,Gamma_h_to_d_peak,results\phase06\scenario_metrics.csv,23,0.0562067299290009,0.9818111251196296,0.94678434785889,0.03502677726073966,0.03502677726073966,0.03699551787051733,0.03699551787051733,-1.4318508889603856,True,Exploratory supplemental scenarios only; no disease or clinical claim.,46.01983175924761,0.090809264419813,23.53757517434152,418.7679162988782,45.18278279736296,4.179027070780828,0.8624999999999999,0.108,,,,260.87081204149524,13.203957040065529,0.0506149267399269,1.3,0.0902269402626673
divider_underprediction_most_positive_residual,phase06_exploratory_matched_baseline_comparisons,phase06,combined_restrained_epileptogenesis / clustered_asynchronous,exploratory_matched_baseline_comparisons,exploratory_active_stress_test,Gamma_h_to_d_peak,results\phase06\matched_baseline_comparisons.csv,23,0.0562067299290009,0.9818111251196296,0.94678434785889,0.03502677726073966,0.03502677726073966,0.03699551787051733,0.03699551787051733,-1.4318508889603856,True,Comparison table uses *_value columns and may overlap scenario_metrics.,46.01983175924761,0.090809264419813,23.53757517434152,418.7679162988782,,,,,,,,,,,,
divider_underprediction_most_positive_residual,phase06_exploratory_scenario_metrics,phase06,morphology_dominant / clustered_synchronous,exploratory_scenarios,exploratory_active_stress_test,Gamma_h_to_d_peak,results\phase06\scenario_metrics.csv,4,0.0657437758153317,0.9709109057750448,0.9383118369468916,0.03259906882815322,0.03259906882815322,0.03474225470097989,0.03474225470097989,-1.4591420001543476,True,Exploratory supplemental scenarios only; no disease or clinical claim.,60.05799496965706,0.0574220164611379,27.535457282334832,418.829873107371,58.31096229502282,3.448651175770589,0.8999999999999999,0.102,,,,260.88388167847006,13.205130768864493,0.0506168901041549,1.0,0.1055467938654458
divider_underprediction_most_positive_residual,phase06_exploratory_matched_baseline_comparisons,phase06,morphology_dominant / clustered_synchronous,exploratory_matched_baseline_comparisons,exploratory_active_stress_test,Gamma_h_to_d_peak,results\phase06\matched_baseline_comparisons.csv,4,0.0657437758153317,0.9709109057750448,0.9383118369468916,0.03259906882815322,0.03259906882815322,0.03474225470097989,0.03474225470097989,-1.4591420001543476,True,Comparison table uses *_value columns and may overlap scenario_metrics.,60.05799496965706,0.0574220164611379,27.535457282334832,418.829873107371,,,,,,,,,,,,
divider_underprediction_most_positive_residual,phase04_active_nonlinear_challenge,phase04,iso_neck_resistance / cable_L180.0_r0.35 / AMPA_NMDA,active_nonlinear_challenge,designed_active_stress_test,Gamma_h_to_d_peak,results\phase04\active_smi_challenge_suite.csv,30,0.1703479796317179,0.8839175123454218,0.8544467264468447,0.0294707858985771,0.0294707858985771,0.03449107473455864,0.03449107473455864,-1.4622932728980103,False,,51.96277640683439,0.0282583094423256,100.0,587.0336719941965,45.93080805609043,1.468380215186707,,,171.0,0.0,1652.4777357882313,429.4825071086477,,0.0320396373778453,,
divider_underprediction_most_positive_residual,phase06_exploratory_scenario_metrics,phase06,combined_restrained_epileptogenesis / clustered_synchronous,exploratory_scenarios,exploratory_active_stress_test,Gamma_h_to_d_peak,results\phase06\scenario_metrics.csv,22,0.0562067299290009,0.975222018077176,0.94678434785889,0.028437670218286026,0.028437670218286026,0.030036058668055227,0.030036058668055227,-1.522357056055839,True,Exploratory supplemental scenarios only; no disease or clinical claim.,64.59305775026917,0.0605386408883389,23.53757517434152,418.7679162988782,62.99257213299307,3.910375927023285,0.8624999999999999,0.108,,,,260.87081204149524,13.203957040065529,0.0506149267399269,1.3,0.0902269402626673
divider_underprediction_most_positive_residual,phase06_exploratory_matched_baseline_comparisons,phase06,combined_restrained_epileptogenesis / clustered_synchronous,exploratory_matched_baseline_comparisons,exploratory_active_stress_test,Gamma_h_to_d_peak,results\phase06\matched_baseline_comparisons.csv,22,0.0562067299290009,0.975222018077176,0.94678434785889,0.028437670218286026,0.028437670218286026,0.030036058668055227,0.030036058668055227,-1.522357056055839,True,Comparison table uses *_value columns and may overlap scenario_metrics.,64.59305775026917,0.0605386408883389,23.53757517434152,418.7679162988782,,,,,,,,,,,,
divider_underprediction_most_positive_residual,phase06_exploratory_scenario_metrics,phase06,increased_clustering_synchrony / clustered_asynchronous,exploratory_scenarios,exploratory_active_stress_test,Gamma_h_to_d_peak,results\phase06\scenario_metrics.csv,20,0.0395832316888143,0.9874697470527276,0.9619239417468182,0.02554580530590944,0.02554580530590944,0.026556990836010597,0.026556990836010597,-1.5758211362826748,True,Exploratory supplemental scenarios only; no disease or clinical claim.,43.14337872800189,0.089194208126336,16.578639905405762,418.829873107371,42.60278127954005,3.848139501538741,0.75,0.12,,,,260.88388167847006,13.205130768864493,0.0506168901041549,1.25,0.0635479654731538
divider_underprediction_most_positive_residual,phase06_exploratory_matched_baseline_comparisons,phase06,increased_clustering_synchrony / clustered_asynchronous,exploratory_matched_baseline_comparisons,exploratory_active_stress_test,Gamma_h_to_d_peak,results\phase06\matched_baseline_comparisons.csv,20,0.0395832316888143,0.9874697470527276,0.9619239417468182,0.02554580530590944,0.02554580530590944,0.026556990836010597,0.026556990836010597,-1.5758211362826748,True,Comparison table uses *_value columns and may overlap scenario_metrics.,43.14337872800189,0.089194208126336,16.578639905405762,418.829873107371,,,,,,,,,,,,
divider_underprediction_most_positive_residual,phase06_exploratory_scenario_metrics,phase06,matched_baseline / clustered_asynchronous,exploratory_scenarios,exploratory_active_stress_test,Gamma_h_to_d_peak,results\phase06\scenario_metrics.csv,2,0.0395832316888143,0.9862434102722648,0.9619239417468182,0.02431946852544664,0.02431946852544664,0.025282111682638223,0.025282111682638223,-1.5971866545266664,True,Exploratory supplemental scenarios only; no disease or clinical claim.,41.31500743860002,0.0856415165376128,16.578639905405762,418.829873107371,40.74665383166887,3.5382798928044608,0.75,0.12,,,,260.88388167847006,13.205130768864493,0.0506168901041549,1.0,0.0635479654731538
