target,target_family,regime,predictor,predictor_family,n_rows,spearman,abs_spearman,pearson,monotonic_direction
A_h_mV,head_amplitude,all_nonexploratory,Ztransfer_Mohm,impedance,3096,0.044956073225745095,0.044956073225745095,0.038185391680737736,positive
A_h_mV,head_amplitude,all_nonexploratory,transfer_gain,impedance,3143,0.0003348639904244035,0.0003348639904244035,-0.0988243507483679,positive
A_h_mV,head_amplitude,all_nonexploratory,dynamic_SMI_abs,dynamic_ratio,3072,0.1678723897529702,0.1678723897529702,0.18218683900091615,positive
A_h_mV,head_amplitude,all_nonexploratory,synaptic_conductance_scale,synaptic,3072,0.9823958636710142,0.9823958636710142,0.973821550783029,positive
A_h_mV,head_amplitude,active_nonlinear_challenge,SMI,ratio,47,0.23640435500065868,0.23640435500065868,0.47119364680260906,positive
A_h_mV,head_amplitude,active_nonlinear_challenge,Gamma_divider,analytic_divider,47,-0.23640435500065868,0.23640435500065868,-0.43692655594926366,negative
A_h_mV,head_amplitude,active_nonlinear_challenge,R_neck_Mohm,component,47,0.67096419613041,0.67096419613041,0.6971728722301245,positive
A_h_mV,head_amplitude,active_nonlinear_challenge,R_in_d_Mohm,component,47,0.6537712951463459,0.6537712951463459,0.5903001462259645,positive
A_h_mV,head_amplitude,active_nonlinear_challenge,log10_R_neck_Mohm,component_log,47,0.67096419613041,0.67096419613041,0.6647706873512764,positive
A_h_mV,head_amplitude,active_nonlinear_challenge,log10_R_in_d_Mohm,component_log,47,0.6537712951463459,0.6537712951463459,0.574127641549442,positive
A_h_mV,head_amplitude,active_nonlinear_challenge,Zin_Mohm,impedance,47,0.7124265342587042,0.7124265342587042,0.6432166759990228,positive
A_h_mV,head_amplitude,active_nonlinear_challenge,transfer_gain,impedance,47,-0.7124265342587042,0.7124265342587042,-0.5286543779676408,negative
A_h_mV,head_amplitude,baseline_reference_targets,SMI,ratio,3,1.0,1.0,0.9993091697931317,positive
A_h_mV,head_amplitude,baseline_reference_targets,Gamma_divider,analytic_divider,3,-1.0,1.0,-0.9925609863781721,negative
A_h_mV,head_amplitude,baseline_reference_targets,R_neck_Mohm,component,3,1.0,1.0,0.9993091697931317,positive
A_h_mV,head_amplitude,baseline_reference_targets,R_in_d_Mohm,component,3,,,,undefined
A_h_mV,head_amplitude,baseline_reference_targets,log10_R_neck_Mohm,component_log,3,1.0,1.0,0.8765232451284973,positive
A_h_mV,head_amplitude,baseline_reference_targets,log10_R_in_d_Mohm,component_log,3,,,,undefined
A_h_mV,head_amplitude,exploratory_matched_baseline_comparisons,SMI,ratio,27,-0.35404396500732044,0.35404396500732044,-0.4374263237197354,negative
A_h_mV,head_amplitude,exploratory_matched_baseline_comparisons,Gamma_divider,analytic_divider,27,0.35404396500732044,0.35404396500732044,0.4387075773718634,positive
A_h_mV,head_amplitude,exploratory_matched_baseline_comparisons,R_neck_Mohm,component,27,0.15645664051433963,0.15645664051433963,0.04652326787109342,positive
A_h_mV,head_amplitude,exploratory_matched_baseline_comparisons,R_in_d_Mohm,component,27,0.70290272158224,0.70290272158224,0.9037549154820473,positive
A_h_mV,head_amplitude,exploratory_matched_baseline_comparisons,log10_R_neck_Mohm,component_log,27,0.15645664051433963,0.15645664051433963,0.0563272192610371,positive
A_h_mV,head_amplitude,exploratory_matched_baseline_comparisons,log10_R_in_d_Mohm,component_log,27,0.70290272158224,0.70290272158224,0.9037569087210104,positive
A_h_mV,head_amplitude,exploratory_mechanistic_decomposition,SMI,ratio,8,0.3546040716334876,0.3546040716334876,0.45587854007749756,positive
A_h_mV,head_amplitude,exploratory_mechanistic_decomposition,Gamma_divider,analytic_divider,8,-0.3546040716334876,0.3546040716334876,-0.45587646231150286,negative
A_h_mV,head_amplitude,exploratory_mechanistic_decomposition,Zin_Mohm,impedance,8,0.48197897496024894,0.48197897496024894,0.4312383374425741,positive
A_h_mV,head_amplitude,exploratory_scenario_uncertainty,SMI,ratio,72,0.3570326065984952,0.3570326065984952,0.34906210110649394,positive
A_h_mV,head_amplitude,exploratory_scenario_uncertainty,Gamma_divider,analytic_divider,72,-0.3570326065984952,0.3570326065984952,-0.35036161026208346,negative
A_h_mV,head_amplitude,exploratory_scenario_uncertainty,R_neck_Mohm,component,72,0.3581580809055245,0.3581580809055245,0.34904242366631544,positive
A_h_mV,head_amplitude,exploratory_scenario_uncertainty,R_in_d_Mohm,component,72,-0.1556691748665509,0.1556691748665509,-0.15243031351850697,negative
A_h_mV,head_amplitude,exploratory_scenario_uncertainty,log10_R_neck_Mohm,component_log,72,0.3581580809055245,0.3581580809055245,0.35689984814199105,positive
A_h_mV,head_amplitude,exploratory_scenario_uncertainty,log10_R_in_d_Mohm,component_log,72,-0.1556691748665509,0.1556691748665509,-0.15243401981045465,negative
A_h_mV,head_amplitude,exploratory_scenario_uncertainty,Zin_Mohm,impedance,72,-0.1556691748665509,0.1556691748665509,-0.1524359500949686,negative
A_h_mV,head_amplitude,exploratory_scenario_uncertainty,Ztransfer_Mohm,impedance,72,-0.1556691748665509,0.1556691748665509,-0.15243578994286222,negative
A_h_mV,head_amplitude,exploratory_scenario_uncertainty,transfer_gain,impedance,72,-0.1556691748665509,0.1556691748665509,-0.15243790320989992,negative
A_h_mV,head_amplitude,exploratory_scenario_uncertainty,dynamic_SMI_abs,dynamic_ratio,72,0.3581580809055245,0.3581580809055245,0.3490490052927093,positive
A_h_mV,head_amplitude,exploratory_scenario_uncertainty,synaptic_conductance_scale,synaptic,72,0.9888095697472508,0.9888095697472508,0.9878399251401149,positive
A_h_mV,head_amplitude,exploratory_scenarios,SMI,ratio,27,-0.35404396500732044,0.35404396500732044,-0.4374263237197354,negative
A_h_mV,head_amplitude,exploratory_scenarios,Gamma_divider,analytic_divider,27,0.35404396500732044,0.35404396500732044,0.4387075773718634,positive
A_h_mV,head_amplitude,exploratory_scenarios,R_neck_Mohm,component,27,0.15645664051433963,0.15645664051433963,0.04652326787109342,positive
A_h_mV,head_amplitude,exploratory_scenarios,R_in_d_Mohm,component,27,0.70290272158224,0.70290272158224,0.9037549154820473,positive
A_h_mV,head_amplitude,exploratory_scenarios,log10_R_neck_Mohm,component_log,27,0.15645664051433963,0.15645664051433963,0.0563272192610371,positive
A_h_mV,head_amplitude,exploratory_scenarios,log10_R_in_d_Mohm,component_log,27,0.70290272158224,0.70290272158224,0.9037569087210104,positive
A_h_mV,head_amplitude,exploratory_scenarios,Zin_Mohm,impedance,27,0.70290272158224,0.70290272158224,0.9037700169907316,positive
A_h_mV,head_amplitude,exploratory_scenarios,Ztransfer_Mohm,impedance,27,-0.8221451475649413,0.8221451475649413,-0.9038239898866519,negative
A_h_mV,head_amplitude,exploratory_scenarios,transfer_gain,impedance,27,-0.8221451475649413,0.8221451475649413,-0.9037767961516014,negative
A_h_mV,head_amplitude,exploratory_scenarios,dynamic_SMI_abs,dynamic_ratio,27,-0.4891016083343636,0.4891016083343636,-0.5836444713802709,negative
A_h_mV,head_amplitude,exploratory_scenarios,synaptic_conductance_scale,synaptic,27,0.24209101306752095,0.24209101306752095,0.09164258101979464,positive
A_h_mV,head_amplitude,fixed_load_geometry_sweep,SMI,ratio,400,0.9999999999999999,0.9999999999999999,0.9923449289253528,positive
A_h_mV,head_amplitude,fixed_load_geometry_sweep,Gamma_divider,analytic_divider,400,-0.9999999999999999,0.9999999999999999,-0.9516933530512407,negative
A_h_mV,head_amplitude,fixed_load_geometry_sweep,R_neck_Mohm,component,400,0.9999999999999999,0.9999999999999999,0.9923449289253529,positive
A_h_mV,head_amplitude,fixed_load_geometry_sweep,R_in_d_Mohm,component,400,,,1.7413848877874169e-16,undefined
A_h_mV,head_amplitude,fixed_load_geometry_sweep,log10_R_neck_Mohm,component_log,400,0.9999999999999999,0.9999999999999999,0.7837536407097195,positive
A_h_mV,head_amplitude,fixed_load_geometry_sweep,log10_R_in_d_Mohm,component_log,400,,,-1.7413848877874169e-16,undefined
A_h_mV,head_amplitude,global_uncertainty_N96,SMI,ratio,192,0.09667946239167216,0.09667946239167216,0.1442814267550433,positive
A_h_mV,head_amplitude,global_uncertainty_N96,Gamma_divider,analytic_divider,192,-0.09667946239167216,0.09667946239167216,-0.14227563327906856,negative
A_h_mV,head_amplitude,global_uncertainty_N96,R_neck_Mohm,component,192,0.11995238944863625,0.11995238944863625,0.13460117489836473,positive
A_h_mV,head_amplitude,global_uncertainty_N96,R_in_d_Mohm,component,192,0.0296617066832675,0.0296617066832675,-0.01342845796169131,positive
A_h_mV,head_amplitude,global_uncertainty_N96,log10_R_neck_Mohm,component_log,192,0.11995238944863625,0.11995238944863625,0.13278647937393812,positive
A_h_mV,head_amplitude,global_uncertainty_N96,log10_R_in_d_Mohm,component_log,192,0.0296617066832675,0.0296617066832675,-0.0044097574595000555,positive
A_h_mV,head_amplitude,global_uncertainty_N96,Zin_Mohm,impedance,192,0.044158539434035596,0.044158539434035596,0.012757897225225539,positive
A_h_mV,head_amplitude,global_uncertainty_N96,Ztransfer_Mohm,impedance,192,-0.03612508989331755,0.03612508989331755,-0.041092865364987095,negative
A_h_mV,head_amplitude,global_uncertainty_N96,transfer_gain,impedance,192,-0.040733556725666996,0.040733556725666996,-0.042904418629376134,negative
A_h_mV,head_amplitude,global_uncertainty_N96,dynamic_SMI_abs,dynamic_ratio,192,0.11877907854062085,0.11877907854062085,0.13347159470425496,positive
A_h_mV,head_amplitude,global_uncertainty_N96,synaptic_conductance_scale,synaptic,192,0.9833803570123958,0.9833803570123958,0.9781923550752912,positive
A_h_mV,head_amplitude,matched_neck_heterogeneous_load,SMI,ratio,30,-1.0,1.0,-0.9997503010334279,negative
A_h_mV,head_amplitude,matched_neck_heterogeneous_load,Gamma_divider,analytic_divider,30,1.0,1.0,0.9651011828684495,positive
A_h_mV,head_amplitude,matched_neck_heterogeneous_load,R_neck_Mohm,component,30,,,,undefined
A_h_mV,head_amplitude,matched_neck_heterogeneous_load,R_in_d_Mohm,component,30,1.0,1.0,0.8896950458452537,positive
A_h_mV,head_amplitude,matched_neck_heterogeneous_load,log10_R_neck_Mohm,component_log,30,,,,undefined
A_h_mV,head_amplitude,matched_neck_heterogeneous_load,log10_R_in_d_Mohm,component_log,30,1.0,1.0,0.9701871196115045,positive
A_h_mV,head_amplitude,passive_morphology_challenge,SMI,ratio,24,0.04761950204731752,0.04761950204731752,0.41136044118930737,positive
A_h_mV,head_amplitude,passive_morphology_challenge,Gamma_divider,analytic_divider,24,-0.05742005428760636,0.05742005428760636,-0.3428589763420743,negative
A_h_mV,head_amplitude,passive_morphology_challenge,R_neck_Mohm,component,24,0.6768511778656465,0.6768511778656465,0.8108968557782674,positive
A_h_mV,head_amplitude,passive_morphology_challenge,R_in_d_Mohm,component,24,0.7555567031594146,0.7555567031594146,0.8074414222987154,positive
A_h_mV,head_amplitude,passive_morphology_challenge,log10_R_neck_Mohm,component_log,24,0.6768511778656465,0.6768511778656465,0.7803264500229121,positive
A_h_mV,head_amplitude,passive_morphology_challenge,log10_R_in_d_Mohm,component_log,24,0.7555567031594146,0.7555567031594146,0.7989020808892671,positive
A_h_mV,head_amplitude,passive_morphology_challenge,Zin_Mohm,impedance,24,0.7756003065880958,0.7756003065880958,0.8390591964375415,positive
A_h_mV,head_amplitude,passive_morphology_challenge,Ztransfer_Mohm,impedance,24,-0.0531591221369369,0.0531591221369369,0.06252174229411755,negative
A_h_mV,head_amplitude,passive_morphology_challenge,transfer_gain,impedance,24,-0.6875827437056263,0.6875827437056263,-0.5394926276029124,negative
A_h_mV,head_amplitude,progressive_uncertainty_N192,SMI,ratio,384,0.16406909636768044,0.16406909636768044,0.21129330467974955,positive
A_h_mV,head_amplitude,progressive_uncertainty_N192,Gamma_divider,analytic_divider,384,-0.16406909636768044,0.16406909636768044,-0.206499375110448,negative
A_h_mV,head_amplitude,progressive_uncertainty_N192,R_neck_Mohm,component,384,0.18823179850892735,0.18823179850892735,0.23540493277912303,positive
A_h_mV,head_amplitude,progressive_uncertainty_N192,R_in_d_Mohm,component,384,0.025881464327380924,0.025881464327380924,0.05268583666154726,positive
A_h_mV,head_amplitude,progressive_uncertainty_N192,log10_R_neck_Mohm,component_log,384,0.18823179850892735,0.18823179850892735,0.1949374781622167,positive
A_h_mV,head_amplitude,progressive_uncertainty_N192,log10_R_in_d_Mohm,component_log,384,0.025881464327380924,0.025881464327380924,0.04204366362616571,positive
A_h_mV,head_amplitude,progressive_uncertainty_N192,Zin_Mohm,impedance,384,0.021775508890369756,0.021775508890369756,0.05278224152761632,positive
A_h_mV,head_amplitude,progressive_uncertainty_N192,Ztransfer_Mohm,impedance,384,0.025820851998745373,0.025820851998745373,0.019951437217936883,positive
A_h_mV,head_amplitude,progressive_uncertainty_N192,transfer_gain,impedance,384,0.029497010923613533,0.029497010923613533,0.016785977367679734,positive
A_h_mV,head_amplitude,progressive_uncertainty_N192,dynamic_SMI_abs,dynamic_ratio,384,0.1873395680769145,0.1873395680769145,0.2339274971032759,positive
A_h_mV,head_amplitude,progressive_uncertainty_N192,synaptic_conductance_scale,synaptic,384,0.9798923898549449,0.9798923898549449,0.9698580630135786,positive
A_h_mV,head_amplitude,progressive_uncertainty_N384,SMI,ratio,768,0.12207146568959056,0.12207146568959056,0.11842901113579402,positive
A_h_mV,head_amplitude,progressive_uncertainty_N384,Gamma_divider,analytic_divider,768,-0.12207146568959056,0.12207146568959056,-0.11992796811539105,negative
A_h_mV,head_amplitude,progressive_uncertainty_N384,R_neck_Mohm,component,768,0.11697119382766329,0.11697119382766329,0.11713129130742207,positive
A_h_mV,head_amplitude,progressive_uncertainty_N384,R_in_d_Mohm,component,768,-0.04081398991063881,0.04081398991063881,-0.04067091245639551,negative
A_h_mV,head_amplitude,progressive_uncertainty_N384,log10_R_neck_Mohm,component_log,768,0.11697119382766329,0.11697119382766329,0.1123807911168576,positive
A_h_mV,head_amplitude,progressive_uncertainty_N384,log10_R_in_d_Mohm,component_log,768,-0.04081398991063881,0.04081398991063881,-0.03760338264518449,negative
A_h_mV,head_amplitude,progressive_uncertainty_N384,Zin_Mohm,impedance,768,0.05706117232096292,0.05706117232096292,0.06584073997226637,positive
A_h_mV,head_amplitude,progressive_uncertainty_N384,Ztransfer_Mohm,impedance,768,0.0849754438421829,0.0849754438421829,0.08484940397160627,positive
A_h_mV,head_amplitude,progressive_uncertainty_N384,transfer_gain,impedance,768,0.08088787243285346,0.08088787243285346,0.0835362311644714,positive
A_h_mV,head_amplitude,progressive_uncertainty_N384,dynamic_SMI_abs,dynamic_ratio,768,0.11651432891175081,0.11651432891175081,0.11544827142030754,positive
A_h_mV,head_amplitude,progressive_uncertainty_N384,synaptic_conductance_scale,synaptic,768,0.9828692875757745,0.9828692875757745,0.975615912084823,positive
A_h_mV,head_amplitude,progressive_uncertainty_N768,SMI,ratio,1536,0.21811936232185777,0.21811936232185777,0.23414645032331113,positive
A_h_mV,head_amplitude,progressive_uncertainty_N768,Gamma_divider,analytic_divider,1536,-0.21811936232185777,0.21811936232185777,-0.2345321890684518,negative
A_h_mV,head_amplitude,progressive_uncertainty_N768,R_neck_Mohm,component,1536,0.20013345626565554,0.20013345626565554,0.21074728728995698,positive
A_h_mV,head_amplitude,progressive_uncertainty_N768,R_in_d_Mohm,component,1536,-0.09929658232434724,0.09929658232434724,-0.10067284959239053,negative
A_h_mV,head_amplitude,progressive_uncertainty_N768,log10_R_neck_Mohm,component_log,1536,0.20013345626565554,0.20013345626565554,0.19731277026352187,positive
A_h_mV,head_amplitude,progressive_uncertainty_N768,log10_R_in_d_Mohm,component_log,1536,-0.09929658232434724,0.09929658232434724,-0.10095448373647856,negative
A_h_mV,head_amplitude,progressive_uncertainty_N768,Zin_Mohm,impedance,1536,0.12991930237804747,0.12991930237804747,0.1259030157403976,positive
A_h_mV,head_amplitude,progressive_uncertainty_N768,Ztransfer_Mohm,impedance,1536,0.04013653875620779,0.04013653875620779,0.0370276939113147,positive
A_h_mV,head_amplitude,progressive_uncertainty_N768,transfer_gain,impedance,1536,0.03360902188516012,0.03360902188516012,0.02983638727776328,positive
A_h_mV,head_amplitude,progressive_uncertainty_N768,dynamic_SMI_abs,dynamic_ratio,1536,0.19824105314794216,0.19824105314794216,0.20884202404268293,positive
A_h_mV,head_amplitude,progressive_uncertainty_N768,synaptic_conductance_scale,synaptic,1536,0.9823911334581594,0.9823911334581594,0.9731566638839576,positive
A_h_mV,head_amplitude,progressive_uncertainty_N96,SMI,ratio,192,0.06601738947180195,0.06601738947180195,0.08974056540867927,positive
A_h_mV,head_amplitude,progressive_uncertainty_N96,Gamma_divider,analytic_divider,192,-0.06601738947180195,0.06601738947180195,-0.08846835534954386,negative
A_h_mV,head_amplitude,progressive_uncertainty_N96,R_neck_Mohm,component,192,0.10973848061932315,0.10973848061932315,0.15677404829953698,positive
A_h_mV,head_amplitude,progressive_uncertainty_N96,R_in_d_Mohm,component,192,0.13398464533698207,0.13398464533698207,0.16294449096455743,positive
A_h_mV,head_amplitude,progressive_uncertainty_N96,log10_R_neck_Mohm,component_log,192,0.10973848061932315,0.10973848061932315,0.15318967229160257,positive
A_h_mV,head_amplitude,progressive_uncertainty_N96,log10_R_in_d_Mohm,component_log,192,0.13398464533698207,0.13398464533698207,0.15412627578350885,positive
A_h_mV,head_amplitude,progressive_uncertainty_N96,Zin_Mohm,impedance,192,0.034276955659593905,0.034276955659593905,0.022992799157572706,positive
A_h_mV,head_amplitude,progressive_uncertainty_N96,Ztransfer_Mohm,impedance,192,0.060537417138412195,0.060537417138412195,0.05876331756026482,positive
A_h_mV,head_amplitude,progressive_uncertainty_N96,transfer_gain,impedance,192,0.06223295313265406,0.06223295313265406,0.06019704524177438,positive
A_h_mV,head_amplitude,progressive_uncertainty_N96,dynamic_SMI_abs,dynamic_ratio,192,0.11083379687160341,0.11083379687160341,0.15633941922815434,positive
A_h_mV,head_amplitude,progressive_uncertainty_N96,synaptic_conductance_scale,synaptic,192,0.9829395176538929,0.9829395176538929,0.97717507119295,positive
A_h_mV,head_amplitude,spatial_convergence,SMI,ratio,4,-1.0,1.0,-0.9999597227858594,negative
A_h_mV,head_amplitude,spatial_convergence,Gamma_divider,analytic_divider,4,1.0,1.0,0.9999665165043499,positive
A_h_mV,head_amplitude,spatial_convergence,R_in_d_Mohm,component,4,1.0,1.0,0.9999488873688275,positive
A_h_mV,head_amplitude,spatial_convergence,log10_R_in_d_Mohm,component_log,4,1.0,1.0,0.9999998577882273,positive
A_h_mV,head_amplitude,timestep_convergence_intermediate,SMI,ratio,4,,,,undefined
A_h_mV,head_amplitude,timestep_convergence_intermediate,Gamma_divider,analytic_divider,4,,,,undefined
