n,group,target,rank,predictor,pearson,spearman,abs_spearman,bootstrap_abs_spearman_p05,bootstrap_abs_spearman_p95,cv_rmse,model
768,active,active_Gamma_h_to_s,7,membrane_leak_scale,-0.5625469236305674,-0.5642136231971286,0.5642136231971286,0.5190345038059655,0.6085158225967423,0.009573806544381277,univariate_linear
768,active,active_Gamma_h_to_s,8,R_in_d_Mohm,0.5489739959290352,0.5642014638289792,0.5642014638289792,0.5190345038059655,0.6084696166281136,0.009682598535338215,univariate_linear
768,active,active_A_h_mV,1,synaptic_conductance_scale,0.9730806612141876,0.9828406148963333,0.9828406148963333,0.9806990518244074,0.9845099611132295,1.2056483395608606,univariate_linear
768,active,active_A_h_mV,2,SMI,0.23393399613255272,0.21736197766109494,0.21736197766109494,0.16062478457425597,0.2811751145925879,5.098406615842771,univariate_linear
768,active,active_A_h_mV,3,R_neck_Mohm,0.21050454682217043,0.19937726551016152,0.19937726551016152,0.14362238153291387,0.2622722624124075,5.125404416297548,univariate_linear
768,active,active_A_h_mV,4,active_dynamic_SMI_abs_50Hz,0.20854123816291917,0.19754758525015131,0.19754758525015131,0.14250837091952154,0.26045081052099467,5.127483170389217,univariate_linear
768,active,active_A_h_mV,5,dynamic_SMI_abs_50Hz,0.20859122154890167,0.19749841795759066,0.19749841795759066,0.14224096375921627,0.26046719132337454,5.127457057207725,univariate_linear
768,active,active_A_h_mV,6,active_Zin_50Hz_Mohm,0.12923820321993734,0.1327897044960946,0.1327897044960946,0.06909291905628721,0.19028809585999404,5.210734563921656,univariate_linear
768,active,active_A_h_mV,7,Zin_50Hz_Mohm,0.1270920902982551,0.12871144182237723,0.12871144182237723,0.05857809411320818,0.18342251232938167,5.212293998478131,univariate_linear
768,active,active_A_h_mV,8,neck_radius_um,-0.1261979737582383,-0.1278437556690736,0.1278437556690736,0.0700819224574185,0.18657783435827077,5.198268355886131,univariate_linear
768,active,active_local_voltage_isolation,1,dynamic_SMI_abs_50Hz,0.9944057703481309,0.9985160007748087,0.9985160007748087,0.9979039385167079,0.9989073070182088,0.006233548186860428,univariate_linear
768,active,active_local_voltage_isolation,2,active_dynamic_SMI_abs_50Hz,0.9944063493788645,0.9985109409941627,0.9985109409941627,0.9978836526824222,0.9988987885214123,0.00623314432610818,univariate_linear
768,active,active_local_voltage_isolation,3,R_neck_Mohm,0.9941815706341323,0.9983759163766079,0.9983759163766079,0.9976741976235128,0.998781904474086,0.006358212741336355,univariate_linear
768,active,active_local_voltage_isolation,4,SMI,0.9236328356849175,0.9362839837120628,0.9362839837120628,0.930238416312715,0.9424667544858325,0.022585091954274824,univariate_linear
768,active,active_local_voltage_isolation,5,neck_length_um,0.6181757906378587,0.6462506283664761,0.6462506283664761,0.612093198220414,0.6855896456585535,0.046208933516213205,univariate_linear
768,active,active_local_voltage_isolation,6,neck_radius_um,-0.5942236825289703,-0.572704253013192,0.572704253013192,0.525196226890427,0.6178119210622474,0.047304053836232436,univariate_linear
768,active,active_local_voltage_isolation,7,a_type_density_scale,-0.04904095118993656,-0.05346651664991023,0.05346651664991023,0.01105118035985351,0.11520023490251155,0.05872304652634896,univariate_linear
768,active,active_local_voltage_isolation,8,kdr_density_scale,0.04928346577811235,0.0517165213123259,0.0517165213123259,0.012552261258576322,0.10311085190055781,0.058698466981902016,univariate_linear
768,passive,Gamma_h_to_d,,SMI_plus_transfer_gain,,,,,,0.02257927877060454,fixed_multivariable_linear
768,passive,Gamma_h_to_d,,SMI_plus_impedance_active_state,,,,,,0.02098379323157798,fixed_multivariable_linear
768,passive,Gamma_h_to_d,,morphology_neck_load,,,,,,0.005639269373789094,fixed_multivariable_linear
768,passive,Gamma_h_to_s,,SMI_plus_transfer_gain,,,,,,0.004196108174021253,fixed_multivariable_linear
768,passive,Gamma_h_to_s,,SMI_plus_impedance_active_state,,,,,,0.003917805601716808,fixed_multivariable_linear
768,passive,Gamma_h_to_s,,morphology_neck_load,,,,,,0.007249536396786503,fixed_multivariable_linear
768,passive,A_h_mV,,SMI_plus_transfer_gain,,,,,,4.610335057050638,fixed_multivariable_linear
768,passive,A_h_mV,,SMI_plus_impedance_active_state,,,,,,4.618650734191878,fixed_multivariable_linear
768,passive,A_h_mV,,morphology_neck_load,,,,,,4.626027546956322,fixed_multivariable_linear
768,active,active_Gamma_h_to_d,,SMI_plus_transfer_gain,,,,,,0.02265229438431916,fixed_multivariable_linear
768,active,active_Gamma_h_to_d,,SMI_plus_impedance_active_state,,,,,,0.021137955476058703,fixed_multivariable_linear
768,active,active_Gamma_h_to_d,,morphology_neck_load,,,,,,0.006369998147314348,fixed_multivariable_linear
768,active,active_Gamma_h_to_s,,SMI_plus_transfer_gain,,,,,,0.005453766366729716,fixed_multivariable_linear
768,active,active_Gamma_h_to_s,,SMI_plus_impedance_active_state,,,,,,0.0047293758717240186,fixed_multivariable_linear
768,active,active_Gamma_h_to_s,,morphology_neck_load,,,,,,0.007723328126493667,fixed_multivariable_linear
768,active,active_A_h_mV,,SMI_plus_transfer_gain,,,,,,5.096930408232456,fixed_multivariable_linear
768,active,active_A_h_mV,,SMI_plus_impedance_active_state,,,,,,5.104477507365309,fixed_multivariable_linear
768,active,active_A_h_mV,,morphology_neck_load,,,,,,5.115549465496405,fixed_multivariable_linear
