sample_id,neck_radius_um,neck_length_um,intracellular_resistivity_ohm_cm,head_diameter_um,dendritic_area_scale,membrane_capacitance_scale,membrane_leak_scale,synaptic_conductance_scale,nmda_fraction,hcn_density_scale,na_density_scale,kdr_density_scale,a_type_density_scale,calcium_density_scale,R_neck_Mohm,R_in_d_Mohm,SMI,SMI_class,Gamma_h_to_d,Gamma_h_to_s,A_h_mV,local_voltage_isolation,Zin_50Hz_Mohm,Ztransfer_50Hz_Mohm,transfer_gain_50Hz,electrotonic_distance_50Hz,dynamic_SMI_abs_50Hz,active_Gamma_h_to_d,active_Gamma_h_to_s,active_A_h_mV,active_local_voltage_isolation,active_Zin_50Hz_Mohm,active_transfer_gain_50Hz,active_dynamic_SMI_abs_50Hz,AMPA_only_A_h_mV,NMDA_delta_A_h_fraction
0.0,0.11425986316304682,0.6782556927640246,141.09438417193428,0.8542002125209578,1.0796198254976308,0.8849930899489215,0.6246464156437943,0.8184090910869215,0.2451882991181989,1.4823948501728308,0.9833847890866338,0.5953861028792239,0.23447896124944165,1.7856464404540084,23.332748721655086,395.75313526553396,0.05895783669786918,low,0.877574916860679,0.09469641818868932,12.00098764973203,0.12242508313932099,165.88758616289257,15.889995821075454,0.09578773305841189,2.345620649611065,0.1406539769572848,0.8781315735983101,0.0998155668194427,12.087102961284652,0.12186842640168993,165.4264849264304,0.09578334316936614,0.1410460285850345,11.990997890789966,0.0080147683595626
1.0,0.10845766706417423,1.0851667854763205,177.94464052513388,0.6148790230186101,1.281701802242027,0.9592845991123281,0.7058167002543947,1.8412808698297887,0.031123918260094405,1.3631780176772008,1.8193677470367497,0.42332388772174384,0.829689402468571,1.133028523904507,52.25297417286703,369.4397520700623,0.14143841825380377,low,0.7595775342590999,0.08262020997962861,24.150754056145036,0.2404224657409001,164.82320286986567,14.555686960715432,0.08831090955202292,2.4268916280184802,0.31702438287237256,0.783034338006381,0.0831955812902769,27.8405726357637,0.216965661993619,164.3954392479918,0.08830749275525157,0.31784929321575034,27.71682932200239,0.004464555174176385
2.0,0.14247745084510893,1.2253529198002107,149.73933858321058,0.9885490269902786,1.188424003315479,1.0988649309361052,0.6017114957282527,1.942792334740181,0.33809304590753236,1.608004394529319,0.07558193075415291,1.2749428585632567,0.3638034819433755,0.09566719279509885,28.770999876922822,404.45946550786675,0.07113444567503446,low,0.8517237976116948,0.0843273352373578,23.06611040643803,0.1482762023883052,164.35933924084748,12.733497552804357,0.07747352606562294,2.5578190001343692,0.17504937662692,0.851521626709732,0.08727093180199956,23.258942213269393,0.14847837329026803,163.7790113429302,0.07747059210610413,0.17566963947950814,22.877350534499005,0.016679889491352948
3.0,0.10909159845889042,0.7699469970235896,121.50598629736425,0.976481445699793,1.3978821705031457,1.1335083666211814,0.5379762323600181,1.6015739201669008,0.08916665016228666,0.41749982758102905,1.1460607078613592,0.9248924763122292,0.7937046024315553,0.6346656167793984,25.022230550496264,432.56258686228347,0.057846497386660686,low,0.86775751329496,0.08491592157282488,19.429191335797896,0.13224248670504002,163.16835721677774,12.251595989036637,0.07508561217393242,2.5891263208041866,0.1533522245201802,0.8712025917833244,0.0845687512350109,20.009477489069035,0.12879740821667562,162.90621234866512,0.0750844387821167,0.1535989953344545,19.915832977248435,0.004702013314109316
4.0,0.13654849395635696,0.4056180418515262,174.565327765541,0.8622741011108461,1.4884176186686813,1.1284992515828687,1.7602082006816056,0.687941998074195,0.05314322679529279,1.6537259230579961,1.7014313125856433,1.7480598622540844,1.706157871338747,0.4768992363399837,12.087919262733191,248.19451736489526,0.04870340969281585,low,0.9315721730256193,0.07269709531158264,9.139862728720617,0.06842782697438066,164.00635676117435,12.130181277488461,0.07396165317636072,2.604208520409605,0.07370396795250801,0.9316119029826853,0.07294069264983573,9.123752199213998,0.06838809701731474,163.29628255329933,0.07395598513013563,0.07402446077599921,9.108124726172894,0.0017157728413837719
5.0,0.12599076328045522,0.6136664356965915,162.36977293604025,0.8360480508064076,0.9892213586364262,0.9004641022284372,1.115882377017026,0.7970536025226902,0.36119807942665333,1.6935734113316172,0.8434537261246651,0.9796902056770613,0.15671593463453967,0.36034145887116265,19.980680117626093,295.0937313703848,0.06770960543566236,low,0.8934346706292385,0.0857019917382532,11.631530562842329,0.10656532937076146,166.94183148346397,15.572697663918587,0.09328217814275688,2.372126206065559,0.11968647965627016,0.893699784418773,0.08941544157141991,11.714974227580555,0.10630021558122704,166.37061534002262,0.0932755832561757,0.12009741069232843,11.584794036188576,0.01123716062498151
6.0,0.09653786847498888,0.5269367577458051,165.29467932869164,0.5232050239012841,0.8953140095723565,0.8111957076199416,1.076510335672436,0.7829074324904675,0.08999382283663294,0.9194279233129476,1.5002270418806452,1.3851128575741167,1.8628379760389118,1.910158140701833,29.748980394490573,299.78254611345255,0.09923519824677214,low,0.8497695913470682,0.08798615097026705,12.142620273623415,0.1502304086529318,167.89031117469173,17.32217069823028,0.10317552321531152,2.2713236322120656,0.17719295524764636,0.8503943775839127,0.08773674652044637,12.220285599033618,0.14960562241608732,167.3716523771749,0.10316766867983121,0.17774204873983515,12.186743947249695,0.0027523062705762445
7.0,0.11785700968402425,1.380532917125858,164.76528344687813,0.9723977423099832,1.166699334388503,0.9832752421251411,0.9457674905727024,0.831142249949573,0.04091438262574199,1.8470166472283092,0.7990308540245664,0.48212834352903905,0.21427189226630283,0.8792497657975383,52.12568411382385,318.10565051079635,0.1638628047949583,low,0.7601391868172739,0.07253056576958014,13.407601990388414,0.23986081318272612,165.47938096280106,14.21822365937724,0.08592142160945977,2.4543221026245257,0.31499806084929366,0.7606262340262087,0.07489177757922517,13.395799673054306,0.23937376597379134,164.9500373609124,0.08591697263018089,0.31600892578018824,13.376687519719425,0.0014287657767818938
8.0,0.10182368664961827,0.7301854400282844,140.66916303249238,0.7095615556956005,0.9924795760582623,1.0515025360092176,1.9389781037926501,1.6506247597768797,0.2521663137818012,1.5924871979613016,1.121375515774708,0.525123929416495,1.0544375787223066,0.4971694579200483,31.534399502334146,240.74711333747865,0.13098557679538742,low,0.8406173053639681,0.0675903175600477,21.19682099078224,0.15938269463603194,166.98749504274292,13.19376750652999,0.07901051215333729,2.5381743701353905,0.18884288008669423,0.8456208770993496,0.06916439796632833,22.120779622489845,0.15437912290065037,166.46706584420465,0.07900535504495679,0.1894332632248529,21.811805787424955,0.014165440407644796
9.0,0.15435591837250526,1.0903155230358785,123.37754891933685,0.9509790977658492,0.8428574908033788,0.9857815278964808,1.4100703583002538,0.5224651584990349,0.011977848964168954,1.816025785399728,1.2987231204317036,1.7964252756119976,0.31771620718352794,1.5792505444548324,17.971812899946265,268.395624817535,0.0669601559718574,low,0.9032003285936382,0.07543644380572931,8.025847246237838,0.09679967140636181,167.32754606907568,14.236817797298702,0.08508352708060095,2.4641218334609425,0.10740498693817689,0.9029905101774928,0.07639670733926848,7.972340169602223,0.09700948982250723,166.59269616054934,0.08507618314161078,0.10787875647697305,7.969790716115408,0.00031988964047201306
