group,target,predictor,pearson,spearman,abs_spearman,bootstrap_abs_spearman_p05,bootstrap_abs_spearman_p95,cv_rmse,n,model
active,active_A_h_mV,membrane_capacitance_scale,0.04223349792879269,0.04530656538252849,0.04530656538252849,0.00805279446352346,0.2124406689331484,5.035295932749569,96,univariate_linear
active,active_A_h_mV,membrane_leak_scale,-0.02490204642290211,-0.02774009766684753,0.02774009766684753,0.008100801229584025,0.2296006841711496,5.080132652840529,96,univariate_linear
active,active_A_h_mV,synaptic_conductance_scale,0.9804558279807902,0.9848209441128595,0.9848209441128595,0.9748087931558699,0.9867198439717004,0.9980536765513164,96,univariate_linear
active,active_A_h_mV,nmda_fraction,-0.15438839615108524,-0.16562669560499185,0.16562669560499185,0.022856054241528416,0.2797508101435723,4.996538474938534,96,univariate_linear
active,active_A_h_mV,hcn_density_scale,0.060210894875926804,0.06572164948453608,0.06572164948453608,0.010276754475915854,0.23692964580409523,5.088057579331103,96,univariate_linear
active,active_A_h_mV,na_density_scale,-0.09781264353476961,-0.0952794357026587,0.0952794357026587,0.009906991028607554,0.2419365769499565,5.012929342649718,96,univariate_linear
active,active_A_h_mV,kdr_density_scale,0.06335707696450919,0.07192078133478025,0.07192078133478025,0.007513455172056885,0.24565570899077346,5.0901162006368255,96,univariate_linear
active,active_A_h_mV,a_type_density_scale,-0.21419636275605597,-0.2132799782962561,0.2132799782962561,0.04679894229345044,0.37863700848223086,5.075066756017516,96,univariate_linear
active,active_A_h_mV,calcium_density_scale,0.055029588467889995,0.056904503526858385,0.056904503526858385,0.0065390852371283665,0.2280009297080977,5.039197441352897,96,univariate_linear
active,active_A_h_mV,active_Zin_50Hz_Mohm,0.00834884903657462,0.024932175800325557,0.024932175800325557,0.0077859757199768695,0.23037892247005892,5.042478949218042,96,univariate_linear
active,active_A_h_mV,active_transfer_gain_50Hz,-0.04664157128044904,-0.04526587086272382,0.04526587086272382,0.006530458109637453,0.20109052722859383,5.032317365109963,96,univariate_linear
active,active_A_h_mV,active_dynamic_SMI_abs_50Hz,0.1276353078544868,0.1134020618556701,0.1134020618556701,0.009172854553318247,0.27228075846941574,5.057074613577906,96,univariate_linear
active,active_local_voltage_isolation,R_neck_Mohm,0.994810937284361,0.9979924036896365,0.9979924036896365,0.9940761968088516,0.9991050148023137,0.006395143896161666,96,univariate_linear
active,active_local_voltage_isolation,R_in_d_Mohm,-0.039592119171689456,-0.020740640260444927,0.020740640260444927,0.006078614192371746,0.20473209633837441,0.06018218189922208,96,univariate_linear
active,active_local_voltage_isolation,SMI,0.9335424660562684,0.9140124796527401,0.9140124796527401,0.8679304483518844,0.941634566734902,0.02176404237387347,96,univariate_linear
active,active_local_voltage_isolation,Zin_50Hz_Mohm,-0.0726359635043708,-0.07219207813347803,0.07219207813347803,0.0062819109244091976,0.21958709192225087,0.0601992293539112,96,univariate_linear
active,active_local_voltage_isolation,Ztransfer_50Hz_Mohm,-0.06415451939252455,-0.07909658166033641,0.07909658166033641,0.00998584306360078,0.24327209589726123,0.061558491458955505,96,univariate_linear
active,active_local_voltage_isolation,transfer_gain_50Hz,-0.06216616770032784,-0.07532555615843733,0.07532555615843733,0.008504565114695509,0.2450424155798577,0.06163694634124904,96,univariate_linear
active,active_local_voltage_isolation,electrotonic_distance_50Hz,0.06522212752604765,0.07532555615843733,0.07532555615843733,0.008504565114695509,0.2450424155798577,0.06156379377775965,96,univariate_linear
active,active_local_voltage_isolation,dynamic_SMI_abs_50Hz,0.9948132359457365,0.9979788388497016,0.9979788388497016,0.9943812104415486,0.9989287046077241,0.006424176519959978,96,univariate_linear
active,active_local_voltage_isolation,neck_radius_um,-0.5916864280186546,-0.5586001085187194,0.5586001085187194,0.39262799520136704,0.6588086854351753,0.0485518115953397,96,univariate_linear
active,active_local_voltage_isolation,neck_length_um,0.6639645740298998,0.7056565382528486,0.7056565382528486,0.5917941166765535,0.8016642311771004,0.04519832395570323,96,univariate_linear
active,active_local_voltage_isolation,head_diameter_um,-0.05211464671523564,-0.05375746066196419,0.05375746066196419,0.009188764633190454,0.21767833768137718,0.0608806191651977,96,univariate_linear
active,active_local_voltage_isolation,dendritic_area_scale,0.061620226510936044,0.047002170374389585,0.047002170374389585,0.008006155771601265,0.2388460651132493,0.06087426131855272,96,univariate_linear
active,active_local_voltage_isolation,membrane_capacitance_scale,0.06542171202200157,0.08373575691806837,0.08373575691806837,0.005608202955977212,0.24882275185821084,0.061585521110337195,96,univariate_linear
active,active_local_voltage_isolation,membrane_leak_scale,0.03579149318975841,0.020740640260444927,0.020740640260444927,0.006078614192371746,0.20473209633837441,0.06031599620741022,96,univariate_linear
active,active_local_voltage_isolation,synaptic_conductance_scale,-0.054645135307526946,-0.05043407487791644,0.05043407487791644,0.008349775632829633,0.23904144040271502,0.060518662177720214,96,univariate_linear
active,active_local_voltage_isolation,nmda_fraction,-0.19292162295433327,-0.1939365165491047,0.1939365165491047,0.039257598477886464,0.35073953495467564,0.05992153607951875,96,univariate_linear
active,active_local_voltage_isolation,hcn_density_scale,-0.051782856465936306,0.0010851871947911015,0.0010851871947911015,0.006786130325520654,0.19207295473674743,0.06049245572289916,96,univariate_linear
active,active_local_voltage_isolation,na_density_scale,-0.10027359513692152,-0.05477482365708085,0.05477482365708085,0.007335400312868504,0.2558426120854109,0.06005482842715005,96,univariate_linear
active,active_local_voltage_isolation,kdr_density_scale,0.0664173252905579,0.10535811177428106,0.10535811177428106,0.009371620864017462,0.27408515637956926,0.060190331041627354,96,univariate_linear
active,active_local_voltage_isolation,a_type_density_scale,0.0631643533709254,0.12664134563212154,0.12664134563212154,0.012386239532190571,0.2846445366369828,0.05995229731291208,96,univariate_linear
active,active_local_voltage_isolation,calcium_density_scale,0.04599021458954447,0.0415491047205643,0.0415491047205643,0.005072113286041823,0.2390621942641084,0.06064173370490919,96,univariate_linear
active,active_local_voltage_isolation,active_Zin_50Hz_Mohm,-0.07260279587862985,-0.08437330439500813,0.08437330439500813,0.006962724107965995,0.2336224552769496,0.060172243996632305,96,univariate_linear
active,active_local_voltage_isolation,active_transfer_gain_50Hz,-0.06216331477619108,-0.07532555615843733,0.07532555615843733,0.008504565114695509,0.2450424155798577,0.06163714120321752,96,univariate_linear
active,active_local_voltage_isolation,active_dynamic_SMI_abs_50Hz,0.9948917685457265,0.9979110146500272,0.9979110146500272,0.994373583026878,0.9989558333037183,0.006370892139260695,96,univariate_linear
passive,Gamma_h_to_d,SMI_plus_transfer_gain,,,,,,0.021691881363138613,96,fixed_multivariable_linear
passive,Gamma_h_to_d,SMI_plus_impedance_active_state,,,,,,0.020360628172513322,96,fixed_multivariable_linear
passive,Gamma_h_to_d,morphology_neck_load,,,,,,0.006386744362028272,96,fixed_multivariable_linear
passive,Gamma_h_to_s,SMI_plus_transfer_gain,,,,,,0.004620027219854923,96,fixed_multivariable_linear
passive,Gamma_h_to_s,SMI_plus_impedance_active_state,,,,,,0.004127012611110886,96,fixed_multivariable_linear
passive,Gamma_h_to_s,morphology_neck_load,,,,,,0.007640256027060013,96,fixed_multivariable_linear
passive,A_h_mV,SMI_plus_transfer_gain,,,,,,4.719125113103191,96,fixed_multivariable_linear
passive,A_h_mV,SMI_plus_impedance_active_state,,,,,,4.775648816256176,96,fixed_multivariable_linear
passive,A_h_mV,morphology_neck_load,,,,,,4.774788781401195,96,fixed_multivariable_linear
active,active_Gamma_h_to_d,SMI_plus_transfer_gain,,,,,,0.02194967587412098,96,fixed_multivariable_linear
active,active_Gamma_h_to_d,SMI_plus_impedance_active_state,,,,,,0.020497429414649146,96,fixed_multivariable_linear
active,active_Gamma_h_to_d,morphology_neck_load,,,,,,0.006431064545262158,96,fixed_multivariable_linear
active,active_Gamma_h_to_s,SMI_plus_transfer_gain,,,,,,0.005439084591807857,96,fixed_multivariable_linear
active,active_Gamma_h_to_s,SMI_plus_impedance_active_state,,,,,,0.0049503483788949304,96,fixed_multivariable_linear
active,active_Gamma_h_to_s,morphology_neck_load,,,,,,0.007863863243800404,96,fixed_multivariable_linear
active,active_A_h_mV,SMI_plus_transfer_gain,,,,,,5.070226541238754,96,fixed_multivariable_linear
active,active_A_h_mV,SMI_plus_impedance_active_state,,,,,,5.167605603530965,96,fixed_multivariable_linear
active,active_A_h_mV,morphology_neck_load,,,,,,5.1372233057814425,96,fixed_multivariable_linear
